id,created_at,author_id,in_reply_to_user_id,likert_scale_Q1,likert_scale_Q2,likert_scale_Q3
708,2025-05-21,5147,,3,3,3
406,2025-05-21,2135,,3,3,4
3825,2025-05-21,4422,,3,3,3
6747,2025-05-21,635,,1,3,1
1705,2025-05-21,1397,,5,3,4
348,2025-05-21,985,,5,5,5
5232,2025-05-21,1559,,5,3,5
1774,2025-05-21,6689,4446,5,4,4
3638,2025-05-21,1058,3598,4,4,5
5975,2025-05-21,7145,,5,3,4
1445,2025-05-21,7191,,5,3,4
4524,2025-05-21,7210,,5,3,4
6973,2025-05-21,1137,,5,3,4
6913,2025-05-21,6957,,5,5,5
199,2025-05-21,6121,,5,3,5
5480,2025-05-21,1059,,5,3,4
3582,2025-05-21,260,,5,3,4
5650,2025-05-21,5745,,5,3,4
394,2025-05-21,1914,,5,5,5
434,2025-05-21,3391,,1,1,1
3023,2025-05-21,1339,,5,3,4
3954,2025-05-21,2046,,1,1,1
4088,2025-05-21,350,,5,3,5
1014,2025-05-21,5056,,5,5,5
1507,2025-05-21,6770,,1,1,1
5110,2025-05-21,511,,3,3,3
2958,2025-05-21,4808,,5,3,4
6079,2025-05-21,3331,,3,3,3
73,2025-05-21,511,,5,3,4
6222,2025-05-21,2593,,1,1,1
3745,2025-05-21,6123,,5,3,4
1627,2025-05-21,1067,,3,3,3
1290,2025-05-21,646,,3,3,3
5831,2025-05-21,414,,5,5,5
4604,2025-05-21,3636,,3,3,3
6815,2025-05-21,3795,,5,3,4
1097,2025-05-21,2433,,3,3,3
3066,2025-05-21,5769,,5,3,4
1763,2025-05-21,869,,1,1,1
828,2025-05-21,4721,,5,5,5
6575,2025-05-21,5667,,4,3,3
3267,2025-05-21,472,,5,4,4
1432,2025-05-21,6347,,5,5,5
1305,2025-05-21,4721,2724,5,5,5
142,2025-05-21,1155,,5,5,5
6671,2025-05-21,2648,,5,3,5
2845,2025-05-21,581,,5,3,4
3765,2025-05-21,449,,3,3,3
1075,2025-05-21,3308,,3,3,3
6568,2025-05-21,2865,,5,5,5
5694,2025-05-21,6435,,5,5,5
6707,2025-05-21,2520,,1,1,1
4036,2025-05-21,6538,3257,5,4,5
3408,2025-05-21,6051,,3,3,3
1981,2025-05-21,7230,,4,5,3
3176,2025-05-21,6405,5875,5,4,4
4504,2025-05-21,6415,,5,3,5
652,2025-05-21,4201,,5,5,5
1368,2025-05-21,2288,,1,1,1
1258,2025-05-21,5970,,3,4,3
6270,2025-05-21,3958,,3,3,3
1946,2025-05-21,1770,,3,3,3
371,2025-05-21,4738,,5,5,3
1342,2025-05-21,3785,,5,3,5
2493,2025-05-21,2139,,1,1,1
3299,2025-05-21,3467,,5,3,5
2282,2025-05-21,6580,,2,2,2
6310,2025-05-21,2003,1902,5,3,4
4469,2025-05-21,3178,1664,1,1,1
4892,2025-05-21,3178,6936,1,1,1
6066,2025-05-21,1172,,1,3,1
5225,2025-05-21,5727,,5,5,5
2911,2025-05-21,3178,488,1,1,1
1187,2025-05-21,5593,,5,5,5
5389,2025-05-21,3360,,5,3,4
1875,2025-05-21,812,,5,5,5
6840,2025-05-21,559,,5,5,5
1578,2025-05-21,1722,,1,1,1
3464,2025-05-21,2657,,5,3,5
2311,2025-05-21,2738,,3,3,4
6165,2025-05-21,4670,,3,3,3
3587,2025-05-21,3763,,3,3,3
821,2025-05-21,1903,,5,3,4
6423,2025-05-21,687,,1,3,1
1920,2025-05-21,6794,,3,5,3
4765,2025-05-21,3282,,3,3,3
43,2025-05-21,698,,5,3,4
4810,2025-05-21,4285,,5,5,5
522,2025-05-21,2853,,1,3,1
3973,2025-05-21,3907,,2,3,2
2149,2025-05-21,339,,5,3,3
1168,2025-05-21,3221,,3,3,3
3417,2025-05-21,546,,3,3,3
5114,2025-05-21,2269,,5,5,5
1577,2025-05-21,609,,1,1,1
5896,2025-05-21,3460,3600,5,4,5
725,2025-05-21,2341,,3,3,3
2153,2025-05-21,4613,,5,3,4
817,2025-05-21,1596,,1,3,1
4817,2025-05-21,5818,,3,3,3
2176,2025-05-21,7130,,3,3,3
6045,2025-05-21,6218,,3,3,3
4707,2025-05-21,5933,6479,3,3,5
349,2025-05-21,4461,,3,3,3
3533,2025-05-21,1222,,5,4,5
793,2025-05-21,7124,,5,3,5
6655,2025-05-21,701,,3,3,3
3461,2025-05-21,6365,,3,3,3
2642,2025-05-21,289,,3,3,3
3974,2025-05-21,2511,1967,3,3,2
5231,2025-05-21,1670,,1,3,1
2034,2025-05-21,7025,,3,3,3
5751,2025-05-21,3836,,3,3,4
3329,2025-05-21,120,,1,3,1
3424,2025-05-21,6557,,5,3,4
3082,2025-05-21,2608,,1,1,1
1195,2025-05-21,6609,,1,1,1
5776,2025-05-21,4710,,3,3,3
321,2025-05-21,5428,,5,5,5
4136,2025-05-21,6212,,3,3,3
5513,2025-05-21,5463,,5,4,4
914,2025-05-21,4875,,3,3,3
4305,2025-05-21,1344,,5,3,4
3159,2025-05-21,4465,,3,3,3
6131,2025-05-21,4193,,1,1,1
6899,2025-05-21,2996,,3,3,3
3261,2025-05-21,5488,,1,1,1
5929,2025-05-21,2632,,1,1,1
2799,2025-05-21,6498,,1,3,1
4943,2025-05-21,7,,5,4,5
6594,2025-05-21,6178,,3,3,3
145,2025-05-21,5362,,1,1,1
5181,2025-05-21,1865,,3,3,2
6285,2025-05-21,2975,,3,3,3
682,2025-05-21,1337,,4,3,5
3726,2025-05-21,5770,,5,3,4
2889,2025-05-21,977,,3,3,3
5932,2025-05-21,818,,5,3,4
6497,2025-05-21,6640,,3,3,3
4463,2025-05-21,5840,,3,3,3
1843,2025-05-21,3396,,5,4,4
4849,2025-05-21,6962,,1,3,1
6388,2025-05-21,6540,,3,3,3
4176,2025-05-21,6693,,5,3,5
6182,2025-05-21,7197,,3,3,3
1254,2025-05-21,6299,,3,3,3
6081,2025-05-21,4631,,1,1,1
185,2025-05-21,1850,,3,3,3
5124,2025-05-21,3200,,3,3,3
4758,2025-05-21,4241,,5,5,5
6112,2025-05-21,1348,,3,3,3
2287,2025-05-21,5006,,5,3,4
1103,2025-05-21,5622,,1,3,1
4761,2025-05-21,6895,,3,3,2
6269,2025-05-21,4575,,5,3,5
6611,2025-05-21,1885,,3,3,3
5571,2025-05-21,5140,,3,3,3
4066,2025-05-21,2191,,3,3,3
4749,2025-05-21,5009,,3,3,3
1150,2025-05-21,4317,,5,4,5
421,2025-05-21,2564,,5,3,4
4691,2025-05-21,1068,,5,5,5
4605,2025-05-21,4780,,5,5,5
1211,2025-05-21,2743,,5,3,5
1482,2025-05-21,4437,,5,4,4
4784,2025-05-21,6138,,3,3,3
2377,2025-05-21,1224,,3,3,3
947,2025-05-21,5879,,3,3,3
1380,2025-05-21,6119,,1,1,1
4853,2025-05-21,7002,,5,3,4
6870,2025-05-21,6232,,5,3,4
1065,2025-05-21,1125,,3,3,3
6467,2025-05-21,5964,,3,3,3
6405,2025-05-21,6453,,3,3,3
2786,2025-05-21,7031,,3,3,3
6674,2025-05-21,1366,,5,3,4
2460,2025-05-21,1174,,1,1,1
6100,2025-05-21,6602,,1,1,1
305,2025-05-21,3502,,3,3,3
4120,2025-05-21,3209,,3,3,1
3711,2025-05-21,1818,,3,3,3
644,2025-05-21,2919,,3,3,3
6957,2025-05-21,6744,,3,3,3
675,2025-05-21,4182,,3,3,3
2478,2025-05-21,1940,,5,5,5
1666,2025-05-21,686,,5,5,5
2941,2025-05-21,4065,,4,3,3
1349,2025-05-21,1418,,5,3,4
6883,2025-05-21,6858,,5,3,4
1945,2025-05-21,3985,,5,3,5
6369,2025-05-21,1717,,5,4,5
85,2025-05-21,6730,,3,3,3
6574,2025-05-21,3539,,3,3,3
1156,2025-05-21,1071,,5,3,4
6238,2025-05-21,5543,,5,5,5
5918,2025-05-21,607,,3,3,3
2602,2025-05-21,1568,,5,3,4
3317,2025-05-21,6577,,5,5,5
5928,2025-05-21,1467,,5,3,4
380,2025-05-21,5477,,5,5,5
2749,2025-05-21,2086,,3,3,3
275,2025-05-21,4133,,3,3,3
4562,2025-05-21,6276,,3,3,3
893,2025-05-21,6516,,3,3,3
2465,2025-05-21,2354,,3,3,3
5569,2025-05-21,7097,,3,3,3
2402,2025-05-21,1671,,3,3,3
4328,2025-05-21,3547,,1,3,1
5526,2025-05-21,5078,,5,3,4
836,2025-05-21,6348,,3,3,3
5360,2025-05-21,180,,3,3,3
332,2025-05-21,5045,,3,5,3
2299,2025-05-21,962,,3,3,3
1044,2025-05-21,4573,,3,3,3
2893,2025-05-21,5376,,5,3,4
4125,2025-05-21,2450,,1,3,1
4411,2025-05-21,355,,5,3,5
6178,2025-05-21,6874,,3,3,3
1956,2025-05-21,6519,413,2,3,2
5498,2025-05-21,2717,,3,3,3
4500,2025-05-21,6269,,5,3,4
5294,2025-05-21,2923,,3,3,3
387,2025-05-21,887,,3,3,3
1668,2025-05-21,2083,,3,3,3
5416,2025-05-21,5019,,3,3,3
6387,2025-05-21,5364,,3,3,3
1374,2025-05-21,1528,,3,3,3
5946,2025-05-21,626,,3,3,5
965,2025-05-21,3764,3409,3,2,5
4594,2025-05-21,1765,,5,4,4
1110,2025-05-21,1793,,5,5,5
5190,2025-05-21,4935,,5,4,4
455,2025-05-21,3027,,3,5,3
1022,2025-05-21,4205,,1,1,1
5121,2025-05-21,6570,,2,3,3
6246,2025-05-21,2530,,1,1,1
4006,2025-05-21,4769,,5,4,4
4616,2025-05-21,6552,,2,3,3
2834,2025-05-21,5615,,5,3,4
4497,2025-05-21,4588,,4,3,4
1729,2025-05-21,1836,,3,3,4
2862,2025-05-21,2090,,1,3,1
2265,2025-05-21,5285,,5,5,5
2492,2025-05-21,1464,,5,3,5
2546,2025-05-21,147,,5,5,5
4459,2025-05-21,5085,,3,3,3
3610,2025-05-21,1601,,3,3,3
6241,2025-05-21,2167,,5,3,4
2406,2025-05-21,4184,,5,4,4
5065,2025-05-21,4893,5985,1,3,1
4989,2025-05-21,4725,,1,1,1
3009,2025-05-21,5688,5688,4,4,5
3435,2025-05-21,2001,,3,3,3
3310,2025-05-21,41,,2,3,3
5468,2025-05-21,2088,,3,3,3
2138,2025-05-21,3542,,5,3,5
1098,2025-05-21,2299,,5,3,4
2341,2025-05-21,2816,,1,1,1
6105,2025-05-21,5051,,3,3,1
6498,2025-05-21,1154,,3,3,3
6009,2025-05-21,5393,,2,3,3
4079,2025-05-21,207,,3,3,3
5911,2025-05-21,6141,,3,5,3
2313,2025-05-21,2080,,3,3,3
3971,2025-05-21,6477,,3,3,1
6447,2025-05-21,372,,3,3,3
3151,2025-05-21,464,,5,3,4
5801,2025-05-21,1392,,5,5,5
598,2025-05-21,1855,,5,3,4
5485,2025-05-21,2351,4361,1,1,2
3919,2025-05-21,3619,,5,5,5
3116,2025-05-21,4497,,3,3,3
294,2025-05-21,1835,,5,5,5
1947,2025-05-21,596,,3,3,3
3618,2025-05-21,6021,4446,3,3,3
1979,2025-05-21,4354,,1,1,1
5188,2025-05-21,3418,,5,3,4
5992,2025-05-21,4923,,2,3,3
2304,2025-05-21,5566,,1,1,1
5879,2025-05-21,5531,,5,3,4
4004,2025-05-21,4857,,5,3,4
137,2025-05-21,6362,,1,1,1
2047,2025-05-21,5481,4797,5,3,3
1710,2025-05-21,5431,6112,5,5,5
2227,2025-05-21,1304,,5,4,5
2912,2025-05-21,6970,,5,4,4
5878,2025-05-21,7248,,3,3,3
3140,2025-05-21,5139,,3,3,3
5966,2025-05-21,5040,,5,5,5
6507,2025-05-21,4514,3886,3,3,3
5710,2025-05-21,7102,,3,3,3
3374,2025-05-21,4039,,1,1,1
3802,2025-05-21,4046,,5,4,5
3301,2025-05-21,6182,,3,3,3
6817,2025-05-21,3892,,3,3,3
5592,2025-05-21,5991,,5,4,4
6008,2025-05-21,31,,2,3,3
3041,2025-05-21,4219,,3,3,3
4289,2025-05-21,1999,,5,5,5
4318,2025-05-21,5781,,5,3,4
6267,2025-05-21,946,,3,3,3
1489,2025-05-21,6868,5368,3,3,3
3730,2025-05-21,442,,5,4,2
1917,2025-05-21,6469,152,3,3,3
6117,2025-05-21,175,,5,3,5
2640,2025-05-21,2871,,4,3,5
3962,2025-05-21,6636,,5,4,4
535,2025-05-21,6753,,5,3,5
4154,2025-05-21,2293,,5,5,5
955,2025-05-21,2143,,5,5,5
6567,2025-05-21,746,,5,5,3
1127,2025-05-21,1357,,3,3,3
3458,2025-05-21,436,,5,4,5
1912,2025-05-21,3880,,1,3,1
2726,2025-05-21,4299,,3,3,3
5134,2025-05-21,2523,,3,3,3
6212,2025-05-21,5332,,3,3,3
489,2025-05-21,4862,,5,5,5
2029,2025-05-21,2954,,5,5,5
5229,2025-05-21,2437,,5,5,3
2547,2025-05-21,5655,,5,5,5
4772,2025-05-21,1884,,5,3,4
3104,2025-05-21,6416,,1,1,1
3683,2025-05-21,7247,,3,3,3
5206,2025-05-21,582,,5,5,5
3155,2025-05-21,2103,666,1,1,2
2158,2025-05-21,4236,901,4,3,3
1003,2025-05-21,788,6103,3,3,3
1364,2025-05-21,1021,6667,5,3,5
5868,2025-05-21,4963,,3,3,3
6937,2025-05-21,4557,,5,5,5
1512,2025-05-21,3573,,5,5,5
2728,2025-05-21,391,,3,3,3
6604,2025-05-21,2541,,5,5,3
3156,2025-05-21,5677,,5,5,5
1722,2025-05-21,1289,,3,3,3
2262,2025-05-21,3088,,5,3,4
1926,2025-05-21,424,,5,3,4
2462,2025-05-21,6815,,3,3,4
4277,2025-05-21,1504,,2,3,2
2482,2025-05-21,2106,,5,5,3
3653,2025-05-21,3695,,5,5,3
5381,2025-05-21,6490,,5,5,3
3880,2025-05-21,3638,,5,5,5
4368,2025-05-21,4005,,3,3,3
5959,2025-05-21,1058,4634,4,4,5
2950,2025-05-21,4034,98,4,3,4
4311,2025-05-21,4117,,3,3,1
3241,2025-05-21,4175,,3,3,5
200,2025-05-21,3608,,3,3,5
6868,2025-05-21,828,,4,3,5
4546,2025-05-21,1580,,3,3,5
755,2025-05-21,5653,,2,2,2
4857,2025-05-21,6760,6855,4,3,4
2027,2025-05-21,1512,,5,3,4
1806,2025-05-21,7158,,5,3,4
2959,2025-05-21,1153,,5,5,5
6113,2025-05-21,2212,,3,3,1
5173,2025-05-21,447,,3,3,4
569,2025-05-21,6677,,3,3,3
697,2025-05-21,4707,,3,3,5
5687,2025-05-21,896,,5,3,4
3780,2025-05-21,4314,,3,3,3
3710,2025-05-21,5945,659,3,3,3
3454,2025-05-21,2413,,5,3,4
5109,2025-05-21,4038,6271,2,2,2
3439,2025-05-21,6838,,3,3,3
4510,2025-05-21,2788,,1,3,1
5026,2025-05-21,6388,,3,3,3
4128,2025-05-21,755,,5,5,3
488,2025-05-21,2809,,3,3,3
1080,2025-05-21,6388,,3,3,3
4826,2025-05-21,2862,,3,3,5
3387,2025-05-21,4442,,3,3,3
2455,2025-05-21,3921,,1,1,1
544,2025-05-21,6850,,2,3,2
4446,2025-05-21,6388,5691,3,3,3
146,2025-05-21,2797,,3,3,4
3939,2025-05-21,3095,,3,3,3
283,2025-05-21,3942,,3,3,3
3138,2025-05-21,1592,,4,3,5
4742,2025-05-21,3666,,3,3,3
2110,2025-05-21,4156,,3,3,3
6576,2025-05-21,2042,,5,5,5
4682,2025-05-21,2579,,3,3,3
6535,2025-05-21,4006,,5,3,4
6506,2025-05-21,5361,,3,3,3
4173,2025-05-21,2049,,3,3,3
1518,2025-05-21,5317,,3,3,5
3834,2025-05-21,4955,,5,3,3
4231,2025-05-21,6725,,2,3,2
4232,2025-05-21,1812,,3,3,3
1172,2025-05-21,1078,4402,3,3,3
4126,2025-05-21,7229,,3,3,5
466,2025-05-21,1839,,5,5,5
6596,2025-05-21,235,,5,5,5
3549,2025-05-21,79,,5,4,2
1685,2025-05-21,2880,,3,3,3
2927,2025-05-21,4102,,5,3,4
9,2025-05-21,3404,,5,5,5
2656,2025-05-21,3382,,3,3,3
1109,2025-05-21,1860,,5,3,4
4127,2025-05-21,7245,,5,3,4
521,2025-05-21,1128,,5,3,4
423,2025-05-21,3159,,2,3,2
4093,2025-05-21,6728,,3,3,5
4775,2025-05-21,7163,,5,3,4
826,2025-05-21,1812,,3,3,3
2340,2025-05-21,6567,,3,3,3
4160,2025-05-21,6912,,3,3,3
5570,2025-05-21,2561,,3,3,3
973,2025-05-21,1659,,3,3,3
6449,2025-05-21,5923,,3,3,3
2373,2025-05-21,6530,,1,1,1
3127,2025-05-21,3982,,5,3,4
4638,2025-05-21,6728,,3,3,3
5072,2025-05-21,1343,,1,3,3
6873,2025-05-21,1402,,5,3,4
6473,2025-05-21,1058,5738,5,5,5
4678,2025-05-21,5213,5424,5,3,5
6564,2025-05-21,1675,,3,3,3
6712,2025-05-21,2859,,5,5,5
560,2025-05-21,5148,,3,3,5
3300,2025-05-21,6494,,3,3,3
3169,2025-05-21,6743,,1,1,1
1635,2025-05-21,5494,,3,3,3
5732,2025-05-21,536,,3,3,3
6848,2025-05-21,6279,,2,3,2
1016,2025-05-21,7045,,5,3,4
1936,2025-05-21,2557,,1,3,1
4194,2025-05-21,1431,,5,3,5
6433,2025-05-21,6521,,1,1,1
4963,2025-05-21,4033,,3,3,3
6849,2025-05-21,6700,,3,3,3
2803,2025-05-21,2011,,3,3,3
3597,2025-05-21,4837,,5,3,4
1302,2025-05-21,3266,,5,3,4
1232,2025-05-21,1817,,3,3,3
5587,2025-05-21,6927,,3,3,3
837,2025-05-21,68,,5,5,5
3815,2025-05-21,217,5721,2,2,2
6190,2025-05-21,2890,,3,3,3
2742,2025-05-21,5816,,5,3,4
1584,2025-05-21,26,,3,3,3
5698,2025-05-21,4947,,5,4,3
4453,2025-05-21,4702,,5,5,5
5622,2025-05-21,6562,,3,3,3
4654,2025-05-21,5115,3664,1,3,1
5893,2025-05-21,4829,,3,3,3
5512,2025-05-21,1088,,3,3,3
3239,2025-05-21,240,,3,3,3
3707,2025-05-21,3006,,3,3,3
5559,2025-05-21,81,,3,3,3
6242,2025-05-21,7137,,3,3,3
5486,2025-05-21,504,,3,3,3
5923,2025-05-21,4343,,3,3,3
5931,2025-05-21,3930,,5,5,5
3018,2025-05-21,521,,5,5,5
5399,2025-05-21,1492,,5,3,4
5873,2025-05-21,2555,4976,3,3,3
6972,2025-05-21,2728,,3,3,3
1897,2025-05-21,5797,,4,3,3
4785,2025-05-21,6568,,3,3,3
4158,2025-05-21,1033,,5,5,5
2719,2025-05-21,2749,,5,3,4
1532,2025-05-21,4449,,5,5,5
6915,2025-05-21,3224,,3,3,3
1160,2025-05-21,5998,,3,3,3
1983,2025-05-21,1966,,3,3,3
2164,2025-05-21,5960,,3,3,3
3567,2025-05-21,5363,,3,3,3
5891,2025-05-21,4711,,5,3,4
1472,2025-05-21,89,,3,3,3
1399,2025-05-21,6359,,3,3,3
4617,2025-05-21,5497,,3,3,3
3079,2025-05-21,2573,,3,3,3
1105,2025-05-21,3380,,3,3,3
3307,2025-05-21,2214,,4,3,5
5287,2025-05-21,6486,,5,3,4
3608,2025-05-21,5627,,5,3,5
2193,2025-05-21,1668,,5,5,5
2194,2025-05-21,517,,5,5,3
2989,2025-05-21,3513,,3,3,3
5452,2025-05-21,2631,,5,3,4
952,2025-05-21,524,,1,3,3
6027,2025-05-21,3602,,3,3,3
5309,2025-05-21,5670,,3,3,3
1748,2025-05-21,4750,,5,4,5
1877,2025-05-21,3932,,5,5,3
756,2025-05-21,6704,,3,3,3
