id,created_at,author_id,in_reply_to_user_id,likert_scale_Q1
2882,2025-06-10,3149,749,1
3376,2025-06-10,2220,,1
3321,2025-06-10,1553,,1
3263,2025-06-10,2956,749,3
1141,2025-06-10,4720,,1
1930,2025-06-10,3322,749,1
1295,2025-06-10,573,749,1
3656,2025-06-10,6131,,1
2341,2025-06-10,405,749,1
1911,2025-06-10,6111,749,5
839,2025-06-10,569,749,1
4192,2025-06-10,569,,1
3653,2025-06-10,5489,,1
2948,2025-06-10,3043,,1
695,2025-06-10,6232,5073,1
780,2025-06-10,3035,,2
1108,2025-06-10,563,749,3
2539,2025-06-10,4372,,1
3732,2025-06-10,5045,749,1
2706,2025-06-10,1411,,1
4125,2025-06-10,3959,,5
3,2025-06-10,876,749,5
147,2025-06-10,2666,,1
1611,2025-06-10,958,,2
210,2025-06-10,4245,749,1
2059,2025-06-10,4245,,1
1338,2025-06-10,3905,,5
2480,2025-06-10,5952,,1
3424,2025-06-10,2277,,5
30,2025-06-10,3356,,5
1828,2025-06-10,4906,,5
578,2025-06-10,206,,5
3578,2025-06-10,6147,,5
622,2025-06-10,4697,,1
3908,2025-06-10,5602,,5
172,2025-06-10,1355,,2
352,2025-06-10,4986,,5
4301,2025-06-10,4289,749,1
1775,2025-06-10,3054,,5
2979,2025-06-10,3445,,5
3992,2025-06-10,5762,,1
908,2025-06-10,2860,,5
756,2025-06-10,1441,749,4
3711,2025-06-10,5163,,2
2866,2025-06-10,2461,,1
2036,2025-06-10,1437,749,5
1051,2025-06-10,4474,749,3
739,2025-06-10,2053,,1
3289,2025-06-10,91,4887,1
3262,2025-06-10,79,,5
1797,2025-06-10,3237,,1
3764,2025-06-10,4374,,1
3018,2025-06-10,109,,1
2642,2025-06-10,2015,749,5
3476,2025-06-10,2348,,1
1312,2025-06-10,4374,,2
1090,2025-06-10,3640,,5
1280,2025-06-10,3628,,5
1836,2025-06-10,1757,749,3
2469,2025-06-10,3372,,5
2660,2025-06-10,3822,,5
2376,2025-06-10,5783,,5
3199,2025-06-10,2888,,5
1381,2025-06-10,3934,,5
894,2025-06-10,4477,,5
599,2025-06-10,5708,,1
20,2025-06-10,2104,,5
3843,2025-06-10,3017,,5
2120,2025-06-10,4699,749,5
3179,2025-06-10,35,,5
3765,2025-06-10,811,,5
4340,2025-06-10,371,,5
3792,2025-06-10,2233,,5
517,2025-06-10,881,,1
3255,2025-06-10,4477,,5
3763,2025-06-10,579,,1
3676,2025-06-10,2805,5620,1
42,2025-06-10,3120,5257,1
1495,2025-06-10,2103,5257,1
2371,2025-06-10,831,5257,2
3306,2025-06-10,2035,5257,1
2228,2025-06-10,2394,5257,5
3598,2025-06-10,2805,4704,1
2274,2025-06-10,2805,5411,1
1642,2025-06-10,1827,6148,1
1328,2025-06-10,653,5257,3
48,2025-06-10,1343,5257,5
492,2025-06-10,2655,1070,1
3000,2025-06-10,638,5257,1
3698,2025-06-10,3490,5257,5
2566,2025-06-10,1902,5257,3
1723,2025-06-10,3665,5257,1
3620,2025-06-10,2805,2930,1
3823,2025-06-10,1033,5257,5
633,2025-06-10,1661,5257,1
2377,2025-06-10,1827,5411,1
1099,2025-06-10,3468,2251,3
629,2025-06-10,1827,5257,5
2294,2025-06-10,6208,5257,1
1692,2025-06-10,1119,5257,5
945,2025-06-10,402,5257,5
2710,2025-06-10,4497,,2
4135,2025-06-10,6208,5257,1
2944,2025-06-10,2750,5257,5
2701,2025-06-10,5160,5257,1
3608,2025-06-10,4117,2930,1
3445,2025-06-10,1345,2930,1
466,2025-06-10,4897,5257,5
1661,2025-06-10,891,5257,1
2357,2025-06-10,3937,5257,5
2309,2025-06-10,5053,5257,5
3006,2025-06-10,3462,1070,1
3728,2025-06-10,1119,3468,1
573,2025-06-10,2750,,4
4290,2025-06-10,4074,5257,5
2575,2025-06-10,2843,5257,1
1278,2025-06-10,2665,,1
683,2025-06-10,5597,,5
1584,2025-06-10,402,749,1
2541,2025-06-10,4996,5257,5
1232,2025-06-10,6300,5411,1
1424,2025-06-10,559,5257,1
2843,2025-06-10,53,5257,1
1266,2025-06-10,5654,5257,5
2781,2025-06-10,6147,5265,5
2123,2025-06-10,2295,5257,1
326,2025-06-10,3554,5257,5
364,2025-06-10,405,5257,5
2692,2025-06-10,4117,2930,1
1952,2025-06-10,4713,5257,1
2881,2025-06-10,2382,5257,1
1238,2025-06-10,5455,5257,1
3481,2025-06-10,5831,5257,1
2558,2025-06-10,1219,1070,3
4155,2025-06-10,3144,5257,5
635,2025-06-10,1249,5257,5
3586,2025-06-10,1986,5257,1
447,2025-06-10,6218,749,5
3048,2025-06-10,2295,5257,1
643,2025-06-10,3643,3442,1
1497,2025-06-10,1841,5265,3
1826,2025-06-10,3887,5257,3
2568,2025-06-10,4726,5257,5
1061,2025-06-10,4704,5257,2
2965,2025-06-10,5766,5257,2
2432,2025-06-10,1219,5265,5
2504,2025-06-10,6300,5265,2
1998,2025-06-10,293,1070,1
2783,2025-06-10,3748,5257,3
2037,2025-06-10,4315,5257,3
1119,2025-06-10,520,5257,1
1075,2025-06-10,5297,5257,3
2561,2025-06-10,3863,3468,1
4044,2025-06-10,4936,5257,1
3722,2025-06-10,3144,5257,5
291,2025-06-10,4726,3468,3
976,2025-06-10,4405,5257,5
1086,2025-06-10,1072,5257,1
808,2025-06-10,3470,6148,1
3474,2025-06-10,5618,5257,1
4004,2025-06-10,2805,5265,2
2472,2025-06-10,3442,5257,5
3889,2025-06-10,1594,5257,4
3966,2025-06-10,2930,5257,3
1757,2025-06-10,2252,5257,5
191,2025-06-10,2833,5257,5
692,2025-06-10,4095,627,3
2973,2025-06-10,4395,,5
1343,2025-06-10,1196,5257,1
246,2025-06-10,492,,3
1208,2025-06-10,3576,5257,1
2458,2025-06-10,4676,2930,1
2283,2025-06-10,926,749,3
936,2025-06-10,926,749,3
2796,2025-06-10,2904,2930,1
94,2025-06-10,2362,3887,1
3563,2025-06-10,6287,5257,1
3603,2025-06-10,2282,2805,1
3723,2025-06-10,5509,5257,5
1330,2025-06-10,4575,5257,1
3034,2025-06-10,2904,5257,4
1588,2025-06-10,4430,5257,1
1862,2025-06-10,5395,5257,1
339,2025-06-10,1604,5257,1
521,2025-06-10,3177,,3
854,2025-06-10,407,,1
3183,2025-06-10,1299,,3
1533,2025-06-10,4945,5257,1
1009,2025-06-10,1151,5257,5
2974,2025-06-10,6341,,5
1653,2025-06-10,2288,5257,1
1638,2025-06-10,2362,5053,1
3673,2025-06-10,2810,5257,1
3930,2025-06-10,1321,3758,1
3168,2025-06-10,4582,1321,2
2759,2025-06-10,1873,2805,1
264,2025-06-10,3917,,1
4202,2025-06-10,552,5257,1
1337,2025-06-10,5817,5257,1
676,2025-06-10,1321,5257,1
2239,2025-06-10,5512,5257,1
3237,2025-06-10,5243,5257,1
230,2025-06-10,3533,5257,5
451,2025-06-10,6221,,1
2870,2025-06-10,2644,5257,5
1792,2025-06-10,4481,5257,1
57,2025-06-10,224,,3
1407,2025-06-10,3484,,5
4321,2025-06-10,3675,5257,2
2399,2025-06-10,105,4074,1
1780,2025-06-10,5750,5257,1
2610,2025-06-10,1321,4582,3
3941,2025-06-10,479,,3
109,2025-06-10,4118,5257,5
2356,2025-06-10,1475,5257,1
721,2025-06-10,1511,5257,5
1510,2025-06-10,1475,5257,3
601,2025-06-10,2541,,3
102,2025-06-10,4087,5257,3
2136,2025-06-10,3044,1533,3
4299,2025-06-10,5961,,3
1887,2025-06-10,6214,,3
1063,2025-06-10,3488,5257,1
1078,2025-06-10,4481,5257,1
317,2025-06-10,5759,5257,1
1846,2025-06-10,828,5257,3
3318,2025-06-10,4500,,3
1473,2025-06-10,1246,5257,3
3815,2025-06-10,5760,5257,5
503,2025-06-10,4630,5257,2
4103,2025-06-10,1650,5257,1
715,2025-06-10,1929,2103,2
1732,2025-06-10,2168,,3
662,2025-06-10,6293,,3
217,2025-06-10,3797,4897,1
2809,2025-06-10,2121,5257,2
341,2025-06-10,1873,5257,1
2367,2025-06-10,2884,,1
3341,2025-06-10,1038,5257,5
3896,2025-06-10,3797,5257,1
2285,2025-06-10,105,5257,1
775,2025-06-10,3916,5257,3
135,2025-06-10,1444,4941,3
4025,2025-06-10,1444,4941,1
3633,2025-06-10,2418,5257,2
4042,2025-06-10,1222,5160,2
2448,2025-06-10,1533,1286,2
2614,2025-06-10,3089,5257,1
1447,2025-06-10,1444,4074,2
2171,2025-06-10,2258,4897,2
3685,2025-06-10,4849,5257,1
2060,2025-06-10,1444,1827,3
3978,2025-06-10,1444,1827,3
4313,2025-06-10,1444,1594,1
785,2025-06-10,2944,5257,1
1419,2025-06-10,1444,1594,3
605,2025-06-10,1444,2805,3
914,2025-06-10,6118,,3
4071,2025-06-10,1038,2930,1
2915,2025-06-10,2258,5257,3
3160,2025-06-10,1444,5053,1
4255,2025-06-10,2703,5257,1
3122,2025-06-10,1444,2252,3
2481,2025-06-10,4062,5257,5
1769,2025-06-10,1444,3442,3
2358,2025-06-10,2365,5053,5
396,2025-06-10,1444,405,3
3855,2025-06-10,541,2257,3
4163,2025-06-10,6059,5257,1
1783,2025-06-10,2365,749,1
270,2025-06-10,1883,5257,5
1109,2025-06-10,3062,5257,5
358,2025-06-10,1286,1533,5
4341,2025-06-10,2365,5257,5
241,2025-06-10,1222,749,5
2245,2025-06-10,1444,5257,1
979,2025-06-10,2659,5257,1
946,2025-06-10,1444,5257,1
1493,2025-06-10,1444,5257,3
1897,2025-06-10,4941,5257,5
2728,2025-06-10,3813,5257,2
4307,2025-06-10,1444,1902,1
2278,2025-06-10,1444,1902,3
2353,2025-06-10,1444,3887,1
3998,2025-06-10,1533,405,2
2298,2025-06-10,858,5257,3
2287,2025-06-10,1878,5257,1
3452,2025-06-10,1444,5257,1
3162,2025-06-10,496,5257,3
3439,2025-06-10,4015,5257,5
2859,2025-06-10,6127,5257,1
964,2025-06-10,2257,2257,1
2197,2025-06-10,1533,1437,2
3742,2025-06-10,81,5455,1
2985,2025-06-10,496,216,3
1349,2025-06-10,1444,5257,3
4187,2025-06-10,1444,5257,3
3880,2025-06-10,3556,4477,5
1599,2025-06-10,1444,5257,3
3086,2025-06-10,1444,5257,3
3223,2025-06-10,5236,749,4
2766,2025-06-10,1444,5257,3
1805,2025-06-10,2918,5257,1
3448,2025-06-10,81,3468,3
434,2025-06-10,1656,5257,3
39,2025-06-10,1827,3120,1
3565,2025-06-10,3068,4519,1
896,2025-06-10,1533,2750,1
1876,2025-06-10,2402,5257,2
1118,2025-06-10,89,5411,3
1958,2025-06-10,216,2843,1
2529,2025-06-10,5681,4929,1
1219,2025-06-10,3855,2930,5
1204,2025-06-10,5681,2750,1
314,2025-06-10,2503,749,5
2772,2025-06-10,5824,5257,3
187,2025-06-10,1809,5257,1
2069,2025-06-10,220,5257,1
3098,2025-06-10,2251,3468,1
2188,2025-06-10,5738,5257,5
1129,2025-06-10,6078,5257,1
2288,2025-06-10,1533,3887,3
3885,2025-06-10,2503,5257,5
3638,2025-06-10,5655,5411,2
3532,2025-06-10,4509,5455,1
1245,2025-06-10,5681,5053,1
1421,2025-06-10,1916,,1
1359,2025-06-10,2257,5257,1
2931,2025-06-10,2322,5257,5
2499,2025-06-10,2372,5257,5
1931,2025-06-10,2103,2805,3
776,2025-06-10,4913,5681,1
3949,2025-06-10,4913,3120,1
1326,2025-06-10,3932,1809,1
1106,2025-06-10,4913,638,1
2628,2025-06-10,247,5257,5
3745,2025-06-10,1168,5257,1
915,2025-06-10,2677,1533,2
1677,2025-06-10,4913,1878,1
1602,2025-06-10,2297,5257,1
1540,2025-06-10,4913,2295,5
1878,2025-06-10,3932,496,3
1048,2025-06-10,4694,,3
1285,2025-06-10,3932,1878,3
3901,2025-06-10,4913,3488,5
1499,2025-06-10,4913,496,1
4013,2025-06-10,5081,749,3
2001,2025-06-10,6125,5257,3
3995,2025-06-10,4913,3758,1
3381,2025-06-10,5424,5257,5
2316,2025-06-10,3393,5257,1
1507,2025-06-10,3932,6208,2
3629,2025-06-10,4913,5816,5
494,2025-06-10,4913,5455,5
530,2025-06-10,2440,5257,1
2625,2025-06-10,2158,5257,1
1034,2025-06-10,4913,1533,1
3795,2025-06-10,3932,3129,1
1446,2025-06-10,398,,1
1596,2025-06-10,4913,1750,1
268,2025-06-10,3932,5816,3
2268,2025-06-10,6241,1650,3
2208,2025-06-10,3932,1750,1
1640,2025-06-10,2330,,3
4128,2025-06-10,5850,5257,1
1144,2025-06-10,4913,5257,5
2124,2025-06-10,3932,81,3
2346,2025-06-10,3240,5257,2
2205,2025-06-10,4913,5630,5
1056,2025-06-10,332,5160,3
2752,2025-06-10,3932,5455,1
1255,2025-06-10,1923,5257,3
2409,2025-06-10,1391,5257,1
698,2025-06-10,3932,3907,3
2446,2025-06-10,4813,5257,1
1110,2025-06-10,2371,5257,1
1548,2025-06-10,5495,4477,3
3505,2025-06-10,2032,5257,1
1187,2025-06-10,4967,,1
1490,2025-06-10,2550,5257,1
1809,2025-06-10,5816,3887,1
1279,2025-06-10,4913,6254,1
1832,2025-06-10,4913,1196,1
3211,2025-06-10,4913,5618,1
4123,2025-06-10,5816,5053,1
750,2025-06-10,4913,1070,1
2295,2025-06-10,3932,1868,2
3786,2025-06-10,4913,5160,1
937,2025-06-10,5816,5257,1
2487,2025-06-10,651,5257,1
3655,2025-06-10,4913,2843,3
3049,2025-06-10,1032,5257,3
3851,2025-06-10,4913,3089,1
3628,2025-06-10,4913,3932,1
3553,2025-06-10,4913,988,5
1347,2025-06-10,4913,2121,1
108,2025-06-10,4913,5620,1
2232,2025-06-10,4913,5620,1
2263,2025-06-10,6254,5257,1
2986,2025-06-10,4913,1688,1
2785,2025-06-10,10,2843,3
3349,2025-06-10,2317,,3
3784,2025-06-10,3932,2918,3
988,2025-06-10,10,5265,3
471,2025-06-10,3932,3993,5
3967,2025-06-10,10,3089,5
4238,2025-06-10,4913,5257,5
755,2025-06-10,10,2288,1
456,2025-06-10,2354,,2
24,2025-06-10,3932,988,3
2856,2025-06-10,4913,2288,1
528,2025-06-10,5638,,1
1788,2025-06-10,5281,5257,1
2419,2025-06-10,3932,3932,3
1555,2025-06-10,2063,749,5
2557,2025-06-10,842,749,5
3841,2025-06-10,4060,191,1
3222,2025-06-10,3849,,3
4211,2025-06-10,191,5053,1
3575,2025-06-10,2922,,3
393,2025-06-10,4424,,3
4222,2025-06-10,5711,5257,1
3554,2025-06-10,191,5257,1
505,2025-06-10,4107,5257,1
4218,2025-06-10,6096,5257,2
3377,2025-06-10,1055,5257,5
433,2025-06-10,5103,5257,3
2166,2025-06-10,4375,5257,1
1194,2025-06-10,1908,5257,3
3910,2025-06-10,2774,,1
2935,2025-06-10,2645,749,5
2820,2025-06-10,1387,5257,1
1262,2025-06-10,3932,1321,3
1650,2025-06-10,5513,749,5
142,2025-06-10,4007,749,1
4177,2025-06-10,5936,5257,1
162,2025-06-10,3932,3826,3
2780,2025-06-10,3932,520,1
3736,2025-06-10,5936,,1
2420,2025-06-10,6329,5257,1
1396,2025-06-10,3830,5257,3
2359,2025-06-10,896,,3
1953,2025-06-10,5791,5257,1
1275,2025-06-10,4643,5257,5
3038,2025-06-10,3932,2418,3
2385,2025-06-10,3164,5257,5
1475,2025-06-10,3932,3932,3
3313,2025-06-10,3932,891,5
917,2025-06-10,850,4477,5
3220,2025-06-10,5019,5257,1
2874,2025-06-10,3932,5160,1
1450,2025-06-10,1518,749,1
1670,2025-06-10,1096,5257,1
1711,2025-06-10,459,,1
430,2025-06-10,3932,2810,3
133,2025-06-10,1003,,3
904,2025-06-10,4841,5257,1
3281,2025-06-10,5089,,1
4033,2025-06-10,5147,5257,1
3385,2025-06-10,475,,1
438,2025-06-10,3932,5618,5
3368,2025-06-10,5254,5257,1
1550,2025-06-10,2568,,3
3181,2025-06-10,4913,6287,1
1639,2025-06-10,2350,5257,1
2301,2025-06-10,4913,1868,1
3193,2025-06-10,4914,5257,1
2769,2025-06-10,2518,5257,1
219,2025-06-10,994,749,5
2735,2025-06-10,234,749,1
486,2025-06-10,5451,5257,1
2574,2025-06-10,2738,5257,5
1616,2025-06-10,2706,5257,1
3943,2025-06-10,3861,5257,1
680,2025-06-10,2129,5257,3
3369,2025-06-10,234,,1
932,2025-06-10,1147,5257,3
2492,2025-06-10,6050,,1
3559,2025-06-10,6083,,3
2947,2025-06-10,3861,,1
3230,2025-06-10,6267,,1
330,2025-06-10,2528,3813,2
3566,2025-06-10,3097,5257,1
18,2025-06-10,2458,749,1
2089,2025-06-10,1669,,3
256,2025-06-10,1161,5257,1
866,2025-06-10,2575,5257,5
886,2025-06-10,5853,5257,1
1470,2025-06-10,3634,5257,1
694,2025-06-10,2518,5257,1
431,2025-06-10,838,5257,3
258,2025-06-10,838,5257,3
286,2025-06-10,2267,5257,3
4136,2025-06-10,4811,,3
3184,2025-06-10,509,,1
3202,2025-06-10,2321,3556,1
3938,2025-06-10,601,,3
242,2025-06-10,2321,5257,1
3152,2025-06-10,4923,749,3
786,2025-06-10,5121,749,1
244,2025-06-10,2131,1533,1
3012,2025-06-10,976,5257,5
3056,2025-06-10,3540,749,1
3530,2025-06-10,3337,5257,1
202,2025-06-10,964,,5
3515,2025-06-10,3920,5257,1
4199,2025-06-10,2886,,3
3149,2025-06-10,421,5257,3
4142,2025-06-10,3582,5257,1
1216,2025-06-10,1451,,3
4209,2025-06-10,3582,5257,1
1189,2025-06-10,506,5257,1
2808,2025-06-10,5610,5257,5
4101,2025-06-10,2091,5257,1
380,2025-06-10,316,3712,3
1701,2025-06-10,3955,5257,5
1728,2025-06-10,4141,5257,2
2247,2025-06-10,4807,5053,1
3456,2025-06-10,3019,5257,1
2997,2025-06-10,886,5257,3
2416,2025-06-10,4807,5053,1
1585,2025-06-10,2106,,5
2916,2025-06-10,4924,5257,1
1627,2025-06-10,6139,,3
567,2025-06-10,2123,5257,1
2354,2025-06-10,2917,,1
2348,2025-06-10,2917,5257,1
1680,2025-06-10,4541,5257,1
2097,2025-06-10,1139,5257,1
2534,2025-06-10,5779,5257,1
940,2025-06-10,5458,5160,3
3344,2025-06-10,5458,5257,3
1565,2025-06-10,3579,5257,1
3431,2025-06-10,5742,4897,1
4110,2025-06-10,4523,5053,1
3783,2025-06-10,1843,5257,1
1036,2025-06-10,1357,5257,3
3050,2025-06-10,2727,5257,2
877,2025-06-10,3957,749,5
3482,2025-06-10,5742,496,1
2290,2025-06-10,3220,5257,1
301,2025-06-10,4981,,3
2034,2025-06-10,2586,5257,1
1345,2025-06-10,5742,191,1
2835,2025-06-10,2680,5257,1
4085,2025-06-10,1847,2121,1
3579,2025-06-10,2756,5257,1
616,2025-06-10,3046,5257,1
3375,2025-06-10,5755,5257,1
804,2025-06-10,2469,5257,1
3663,2025-06-10,3314,5053,1
3955,2025-06-10,2817,4074,1
2514,2025-06-10,908,5257,1
1744,2025-06-10,4671,5257,1
3811,2025-06-10,1381,5257,1
3627,2025-06-10,5557,388,1
2129,2025-06-10,3702,3887,1
4343,2025-06-10,5443,5257,1
2055,2025-06-10,1293,,5
2355,2025-06-10,3152,5257,1
1346,2025-06-10,4964,5257,1
3041,2025-06-10,2726,,3
3298,2025-06-10,3050,5257,1
3416,2025-06-10,5800,5257,3
3948,2025-06-10,5678,5257,5
1967,2025-06-10,4975,5257,1
631,2025-06-10,4256,5257,2
1766,2025-06-10,3866,,3
1936,2025-06-10,300,5257,5
3216,2025-06-10,815,,3
1682,2025-06-10,5582,4643,1
569,2025-06-10,4127,5257,1
3453,2025-06-10,6250,,3
3989,2025-06-10,1332,5053,3
2392,2025-06-10,1326,5257,1
1591,2025-06-10,5582,5257,1
4063,2025-06-10,5677,5257,1
80,2025-06-10,5350,5257,1
2002,2025-06-10,3702,1096,1
1830,2025-06-10,4267,5257,1
2667,2025-06-10,1332,5760,3
4336,2025-06-10,1507,,1
842,2025-06-10,1332,825,3
2349,2025-06-10,1332,3887,3
1748,2025-06-10,2668,4943,3
3805,2025-06-10,5031,5257,1
628,2025-06-10,4762,,3
3013,2025-06-10,1332,4643,3
4086,2025-06-10,4378,5257,1
262,2025-06-10,3214,5257,3
1251,2025-06-10,508,5257,1
1465,2025-06-10,5924,5257,3
2725,2025-06-10,4115,5257,1
3471,2025-06-10,3318,5257,1
2292,2025-06-10,2936,5257,1
2014,2025-06-10,2614,5257,1
1814,2025-06-10,5274,,3
361,2025-06-10,2649,,1
2694,2025-06-10,5553,5257,1
1651,2025-06-10,4802,,3
1270,2025-06-10,2451,5257,1
2508,2025-06-10,4860,5257,1
4193,2025-06-10,1847,5257,1
322,2025-06-10,586,5257,1
1323,2025-06-10,5649,5257,5
402,2025-06-10,4081,5257,1
1437,2025-06-10,3845,2267,3
2705,2025-06-10,3342,5257,1
49,2025-06-10,1066,5257,1
3826,2025-06-10,3845,388,1
2777,2025-06-10,2608,5257,2
2178,2025-06-10,3314,5257,1
3254,2025-06-10,3199,5257,1
3059,2025-06-10,1234,,3
3973,2025-06-10,1332,5257,3
3099,2025-06-10,1051,5257,1
1154,2025-06-10,1805,5257,1
3188,2025-06-10,3479,,3
1404,2025-06-10,1904,,5
2650,2025-06-10,435,5257,1
2230,2025-06-10,2817,1827,3
3001,2025-06-10,5948,5257,1
2626,2025-06-10,771,5455,3
79,2025-06-10,1860,5257,1
3209,2025-06-10,5585,5257,5
1248,2025-06-10,3788,5257,1
269,2025-06-10,2817,3023,1
2638,2025-06-10,5846,5257,1
3970,2025-06-10,909,5257,3
3016,2025-06-10,1007,5257,1
3922,2025-06-10,848,496,2
529,2025-06-10,1456,5257,1
3329,2025-06-10,3952,5257,3
3517,2025-06-10,3702,5160,1
641,2025-06-10,707,5257,3
2668,2025-06-10,2381,,3
1646,2025-06-10,4703,,5
2467,2025-06-10,5264,5257,1
4183,2025-06-10,6209,5257,1
2072,2025-06-10,1774,5257,1
4265,2025-06-10,3189,5257,1
81,2025-06-10,3702,1533,1
667,2025-06-10,1311,749,1
2092,2025-06-10,3562,5257,5
1466,2025-06-10,5314,5257,1
2999,2025-06-10,5925,,1
1425,2025-06-10,3702,873,1
3645,2025-06-10,1552,,3
2567,2025-06-10,4978,5257,1
1874,2025-06-10,3255,5257,1
260,2025-06-10,3456,5257,1
3061,2025-06-10,5098,5257,1
1572,2025-06-10,3702,5257,1
1456,2025-06-10,2378,,3
174,2025-06-10,1774,,1
1674,2025-06-10,989,5257,3
2104,2025-06-10,3456,5257,2
1296,2025-06-10,5036,5257,1
1287,2025-06-10,4431,,5
873,2025-06-10,1392,5257,1
1649,2025-06-10,5925,,1
3847,2025-06-10,539,,5
1176,2025-06-10,4623,5257,5
2789,2025-06-10,4891,,3
3374,2025-06-10,4085,5257,1
1996,2025-06-10,388,5257,1
3540,2025-06-10,539,,5
1989,2025-06-10,3932,2701,2
2988,2025-06-10,3804,5257,1
520,2025-06-10,821,2288,5
2453,2025-06-10,6155,5257,1
3235,2025-06-10,1150,5257,1
2319,2025-06-10,2270,749,1
2261,2025-06-10,4252,5257,1
2071,2025-06-10,3297,749,2
3290,2025-06-10,470,749,5
4119,2025-06-10,3694,5257,3
2673,2025-06-10,1685,,1
3909,2025-06-10,2359,5257,1
3032,2025-06-10,2799,5257,2
1002,2025-06-10,6165,3887,1
2643,2025-06-10,351,5257,1
4273,2025-06-10,2701,1827,3
1910,2025-06-10,39,,3
2475,2025-06-10,1560,,5
2927,2025-06-10,1458,5257,1
3366,2025-06-10,452,5257,3
1991,2025-06-10,6257,749,1
1970,2025-06-10,2108,,5
513,2025-06-10,3977,3977,4
3410,2025-06-10,56,5257,5
1920,2025-06-10,3179,5257,1
3939,2025-06-10,5959,5257,1
