id,created_at,author_id,in_reply_to_user_id,likert_scale_Q1,likert_scale_Q2
502,2024-10-17,1275,,3,3
612,2024-10-17,991,,3,3
2332,2024-10-17,5907,,3,3
7527,2024-10-17,3847,,3,3
4722,2024-10-17,1982,,3,3
2127,2024-10-17,3678,,3,3
7964,2024-10-17,4646,,4,1
3136,2024-10-17,5663,,3,3
9645,2024-10-17,2746,,3,1
8475,2024-10-17,2704,,3,3
6382,2024-10-17,3561,,1,5
7431,2024-10-17,5941,,3,3
3829,2024-10-17,821,,3,1
3148,2024-10-17,1203,,3,3
241,2024-10-17,755,,3,3
8974,2024-10-17,2495,,1,5
588,2024-10-17,3108,,3,3
9938,2024-10-17,4375,,3,3
7974,2024-10-17,4474,,3,3
4149,2024-10-17,6204,,3,3
8170,2024-10-17,475,,3,1
1322,2024-10-17,3362,,3,3
9009,2024-10-17,3436,,3,3
3888,2024-10-17,3298,,1,5
9912,2024-10-17,1492,,3,1
219,2024-10-17,1599,,3,3
4820,2024-10-17,4228,,3,3
8710,2024-10-17,32,,3,3
3730,2024-10-17,713,,3,1
3098,2024-10-17,1621,,1,5
1362,2024-10-17,3110,,1,5
6712,2024-10-17,4199,,3,3
8499,2024-10-17,213,,3,3
7478,2024-10-17,168,,1,5
3786,2024-10-17,4091,,1,5
4908,2024-10-17,4292,,3,3
985,2024-10-17,6109,,3,3
1416,2024-10-17,1096,,1,5
6519,2024-10-17,3106,,1,5
8019,2024-10-17,504,,1,5
7171,2024-10-17,613,,1,5
2795,2024-10-17,1865,,3,3
7955,2024-10-17,4890,,3,1
10311,2024-10-17,2101,,3,3
4009,2024-10-17,1074,,3,3
8763,2024-10-17,2922,,3,1
2236,2024-10-17,5205,,1,5
8267,2024-10-17,4337,,3,3
5551,2024-10-17,2091,,3,3
7807,2024-10-17,3307,,1,1
2250,2024-10-17,3106,,3,3
5647,2024-10-17,2670,,3,3
5001,2024-10-17,4402,,3,1
9578,2024-10-17,181,,3,3
9235,2024-10-17,25,,3,1
1323,2024-10-17,3629,,3,3
1548,2024-10-17,3721,,3,3
4128,2024-10-17,4883,,1,5
1687,2024-10-17,671,,3,1
9430,2024-10-17,1195,,3,3
5193,2024-10-17,4654,,3,3
9205,2024-10-17,2699,,3,3
2590,2024-10-17,793,,3,3
1913,2024-10-17,1586,,3,3
5022,2024-10-17,1494,,3,3
3343,2024-10-17,3291,,1,5
74,2024-10-17,5476,,4,1
1421,2024-10-17,5482,,3,3
2358,2024-10-17,5482,,1,5
2407,2024-10-17,529,,3,1
3677,2024-10-17,2112,,1,5
3558,2024-10-17,6065,,3,3
1833,2024-10-17,4696,,4,1
949,2024-10-17,5892,,4,1
5891,2024-10-17,3917,,4,1
2529,2024-10-17,2616,,3,3
8992,2024-10-17,3092,,3,3
8223,2024-10-17,4703,,3,3
2758,2024-10-17,3268,,1,5
3026,2024-10-17,4091,,3,3
1011,2024-10-17,3136,,3,3
7990,2024-10-17,5310,,3,3
2698,2024-10-17,35,,1,5
8272,2024-10-17,2596,,3,1
6949,2024-10-17,3190,,3,3
7908,2024-10-17,2304,,3,3
10112,2024-10-17,4956,,3,3
2336,2024-10-17,2600,,3,3
2672,2024-10-17,1804,,3,3
8785,2024-10-17,5815,,3,3
4319,2024-10-17,1914,,1,5
520,2024-10-17,2304,,4,1
5152,2024-10-17,1643,,1,5
2186,2024-10-17,5403,,3,1
8538,2024-10-17,5341,,3,3
7558,2024-10-17,1648,,3,3
8809,2024-10-17,4636,,3,3
2143,2024-10-18,5957,3230,1,3
2192,2024-10-18,5957,5957,1,5
2802,2024-10-18,5957,5957,1,5
8437,2024-10-18,5957,5957,1,5
10323,2024-10-18,5957,3230,1,5
3312,2024-10-18,5957,3230,1,5
8209,2024-10-18,3122,1970,3,3
8279,2024-10-18,3122,3743,1,3
9090,2024-10-18,3122,732,3,3
3886,2024-10-18,3122,4967,1,3
9237,2024-10-18,3940,,3,3
8557,2024-10-18,4041,,3,1
2864,2024-10-18,4635,,1,3
4761,2024-10-18,3039,,3,1
1315,2024-10-18,5481,1893,1,4
6912,2024-10-18,4849,4849,3,1
7382,2024-10-18,735,,3,1
6910,2024-10-18,3123,3123,3,3
3342,2024-10-18,230,,4,1
2346,2024-10-18,4949,,4,1
9753,2024-10-18,813,,4,1
8701,2024-10-18,3213,1868,1,5
9927,2024-10-18,5761,,4,1
9958,2024-10-18,1210,,1,5
9153,2024-10-18,4393,,4,1
8821,2024-10-18,3940,,3,1
9342,2024-10-18,2760,2760,4,1
6405,2024-10-18,1188,,3,3
5861,2024-10-18,4393,,4,1
7631,2024-10-18,5450,,1,5
4018,2024-10-18,3547,,1,5
6603,2024-10-18,1188,,4,1
8143,2024-10-18,4351,,3,3
9933,2024-10-18,748,,3,1
4548,2024-10-18,4573,5978,1,5
8436,2024-10-18,4667,4667,3,1
4766,2024-10-18,392,2074,1,5
4699,2024-10-18,5639,,3,3
187,2024-10-18,4573,3621,1,3
5336,2024-10-18,5225,,1,3
784,2024-10-18,4667,4667,3,1
8863,2024-10-18,651,,3,3
3960,2024-10-18,4871,,3,1
7536,2024-10-18,4812,,3,1
4862,2024-10-18,5541,1097,1,5
8833,2024-10-18,1213,3846,1,5
3995,2024-10-18,6169,,3,3
1948,2024-10-18,1213,1097,1,5
6239,2024-10-18,3462,,1,4
7819,2024-10-18,5772,,1,4
7222,2024-10-18,1530,1530,3,1
3925,2024-10-18,2177,,1,4
6251,2024-10-18,5772,,2,4
6948,2024-10-18,3796,3597,4,1
2313,2024-10-18,3237,855,1,5
184,2024-10-18,6093,245,3,3
2951,2024-10-18,5609,5609,1,5
8594,2024-10-18,5511,,3,1
5194,2024-10-18,2979,,4,1
3492,2024-10-18,5241,,1,4
742,2024-10-18,231,,1,3
1821,2024-10-18,3044,3230,1,3
9728,2024-10-18,2543,,1,5
6458,2024-10-18,3161,,1,5
3990,2024-10-18,5473,,3,3
4499,2024-10-18,3300,,3,3
3622,2024-10-18,2543,,4,1
9504,2024-10-18,360,,3,3
9160,2024-10-18,4879,,1,5
5927,2024-10-18,3819,,1,5
7833,2024-10-18,4337,,1,5
3318,2024-10-18,596,,3,1
5712,2024-10-18,120,,1,5
825,2024-10-18,5209,,3,1
4014,2024-10-18,4427,,1,5
3505,2024-10-18,857,,1,5
5442,2024-10-18,4762,,3,3
3210,2024-10-18,4800,,4,1
3250,2024-10-18,4459,,3,3
4718,2024-10-18,5949,,3,1
262,2024-10-18,3249,,3,3
9496,2024-10-18,1728,,1,5
9154,2024-10-18,2084,,1,5
3856,2024-10-18,990,,4,1
1095,2024-10-18,5971,,3,3
3045,2024-10-18,890,,1,5
3174,2024-10-18,4405,,1,5
8792,2024-10-18,2839,,3,1
4484,2024-10-18,990,,4,1
5748,2024-10-18,3892,,3,3
8893,2024-10-18,2743,,3,3
837,2024-10-18,585,,3,1
368,2024-10-18,5107,,3,1
5494,2024-10-18,1625,,3,3
438,2024-10-18,2856,,3,3
5395,2024-10-18,990,,4,1
6493,2024-10-18,131,,3,3
7663,2024-10-18,3544,,3,3
8474,2024-10-18,3613,,3,3
2316,2024-10-18,6049,,3,3
8765,2024-10-18,3613,,1,5
2357,2024-10-18,989,,1,5
1891,2024-10-18,2617,,1,5
7235,2024-10-18,1512,,4,1
7758,2024-10-18,2425,,3,1
258,2024-10-18,4814,,3,3
691,2024-10-18,2891,,1,5
507,2024-10-18,4947,,4,1
7718,2024-10-18,2590,3230,1,5
7067,2024-10-18,2638,,3,3
9937,2024-10-18,2586,,3,3
3719,2024-10-18,2949,,3,3
2674,2024-10-18,1219,,3,3
7069,2024-10-18,5024,,4,1
4367,2024-10-18,1873,,3,3
2031,2024-10-18,757,,3,3
9497,2024-10-18,3724,,4,1
6232,2024-10-18,823,,3,3
7167,2024-10-18,1401,,3,3
6837,2024-10-18,3782,,1,5
7236,2024-10-18,1538,,4,1
6502,2024-10-18,2192,,3,3
9657,2024-10-18,375,,3,1
4034,2024-10-18,4298,,3,3
7408,2024-10-18,4492,,3,3
3573,2024-10-18,357,,3,3
9223,2024-10-18,5066,,3,3
2972,2024-10-18,4509,,3,3
3592,2024-10-18,4651,,3,3
8350,2024-10-18,1080,,3,3
115,2024-10-18,5317,,1,5
6415,2024-10-18,2204,,3,3
1190,2024-10-18,838,,3,3
1928,2024-10-18,4371,,1,5
6362,2024-10-18,5591,,3,3
444,2024-10-18,5946,,1,5
8662,2024-10-18,1438,,3,3
7357,2024-10-18,3019,,4,1
4280,2024-10-18,773,,3,3
8831,2024-10-18,5110,,3,3
2518,2024-10-18,57,,3,3
3202,2024-10-18,4427,,1,5
10226,2024-10-18,5081,,3,3
8411,2024-10-18,3822,,4,1
2013,2024-10-18,234,,1,5
1074,2024-10-18,415,,3,1
5341,2024-10-18,6028,,3,3
1981,2024-10-18,1980,,3,3
1933,2024-10-18,577,,1,5
2524,2024-10-18,2040,,1,5
7696,2024-10-18,1736,,4,1
3778,2024-10-18,5689,,1,5
660,2024-10-18,3309,,3,1
7550,2024-10-18,3391,,3,1
4246,2024-10-18,4495,,3,3
5467,2024-10-18,4381,,1,5
2267,2024-10-18,4078,,4,1
684,2024-10-18,1305,,1,5
3154,2024-10-18,1209,,1,5
7811,2024-10-18,6012,,1,5
9893,2024-10-18,5280,,3,3
8385,2024-10-18,2276,,1,5
5717,2024-10-18,5430,,1,5
950,2024-10-18,5665,,3,1
7630,2024-10-18,1179,,3,3
8237,2024-10-18,1030,,4,1
10179,2024-10-18,5014,,1,5
9422,2024-10-18,5807,,3,3
7969,2024-10-18,3986,,3,3
9532,2024-10-18,1538,,3,1
4885,2024-10-18,4869,,3,3
6066,2024-10-18,1276,,3,3
3555,2024-10-18,6145,,3,1
4015,2024-10-18,5396,,3,3
4711,2024-10-18,1844,,3,3
6324,2024-10-18,5429,,3,1
4675,2024-10-18,1813,,3,1
875,2024-10-18,1129,,1,5
5136,2024-10-18,3187,,3,3
5734,2024-10-18,4100,,3,3
4930,2024-10-18,5569,,3,3
7944,2024-10-18,5839,,4,1
7277,2024-10-18,1214,,1,5
8027,2024-10-18,4950,,1,5
6401,2024-10-18,4549,,4,1
10023,2024-10-18,2838,,3,3
1012,2024-10-18,1709,,3,1
3782,2024-10-18,4291,,5,1
7694,2024-10-18,5911,,4,1
7895,2024-10-18,1209,,1,5
7942,2024-10-18,691,,1,5
8627,2024-10-18,6046,,5,1
5892,2024-10-18,5438,,3,1
1486,2024-10-18,3498,,3,3
5159,2024-10-18,1024,,3,3
6696,2024-10-18,5605,,1,5
7907,2024-10-18,232,,1,5
469,2024-10-18,2335,,3,3
9831,2024-10-18,129,,3,3
5503,2024-10-18,4370,,3,3
7381,2024-10-18,4962,,4,1
5859,2024-10-18,4977,,3,3
4647,2024-10-18,4299,,3,3
2448,2024-10-18,4350,,3,3
9729,2024-10-18,3100,,3,1
362,2024-10-18,661,,1,5
7581,2024-10-18,826,,3,1
7313,2024-10-18,5563,,4,1
8823,2024-10-18,4299,,4,1
10348,2024-10-18,1472,,3,3
4864,2024-10-18,2400,,3,3
7290,2024-10-18,5755,,1,5
6377,2024-10-18,6210,,3,3
1158,2024-10-18,3475,,3,3
2420,2024-10-18,6001,,4,1
6979,2024-10-18,3811,,4,1
10280,2024-10-18,1834,,3,3
8361,2024-10-18,11,,3,3
3164,2024-10-18,3563,,4,1
2324,2024-10-18,1222,,4,1
5594,2024-10-18,3018,,1,4
8684,2024-10-18,1819,,4,1
6406,2024-10-18,18,,3,3
3441,2024-10-18,150,,4,1
1614,2024-10-18,4444,,3,3
9298,2024-10-18,1372,,4,1
3841,2024-10-18,3314,,3,3
10158,2024-10-18,5510,,3,3
5392,2024-10-18,4785,,3,3
7682,2024-10-18,5687,,4,1
10209,2024-10-18,5134,,3,3
9716,2024-10-18,2390,,3,3
2635,2024-10-18,5308,,3,3
6240,2024-10-18,2576,,4,1
1263,2024-10-18,3364,,1,5
6278,2024-10-18,2674,,3,1
2256,2024-10-18,4777,,4,1
2687,2024-10-18,5086,,1,4
6292,2024-10-18,4271,,3,3
2873,2024-10-18,2611,,3,3
969,2024-10-18,3037,,3,3
8569,2024-10-18,3569,,1,5
6101,2024-10-18,3517,,3,1
1242,2024-10-18,3546,,4,1
5619,2024-10-18,2271,,3,1
1677,2024-10-18,5734,,3,1
2587,2024-10-18,2967,,3,1
999,2024-10-18,2058,,3,1
7397,2024-10-18,3438,,3,1
4700,2024-10-18,2967,,3,1
5884,2024-10-18,5888,,4,1
221,2024-10-18,4567,,1,4
8996,2024-10-18,3559,,3,1
9226,2024-10-18,642,,3,1
158,2024-10-18,3535,,3,1
3424,2024-10-18,2997,,3,1
5965,2024-10-18,5397,,3,1
2643,2024-10-18,4189,,3,1
478,2024-10-18,4388,,1,5
6779,2024-10-18,1937,,4,1
1745,2024-10-18,3970,,1,5
8298,2024-10-18,3116,,4,1
386,2024-10-18,2762,,3,3
3328,2024-10-18,190,,3,1
2826,2024-10-18,3188,,4,1
3025,2024-10-18,576,,3,3
1640,2024-10-18,286,,3,3
8203,2024-10-18,5986,,3,1
4365,2024-10-18,2982,,3,3
7927,2024-10-18,5709,,4,1
5318,2024-10-18,2306,,3,1
8232,2024-10-18,1023,,3,1
6378,2024-10-18,1071,,3,3
685,2024-10-18,2944,,4,1
7347,2024-10-18,5050,,3,3
4143,2024-10-18,641,,3,1
3058,2024-10-18,4949,,3,1
910,2024-10-18,1313,,3,1
8009,2024-10-18,576,,3,3
4069,2024-10-18,3088,,1,5
6930,2024-10-18,6201,,3,3
4112,2024-10-18,1921,,4,1
1544,2024-10-18,2288,,4,1
4078,2024-10-18,4949,,3,1
1635,2024-10-18,489,,4,1
5476,2024-10-18,568,,4,1
2954,2024-10-18,344,,3,1
1598,2024-10-18,886,,4,1
5865,2024-10-18,1340,,3,1
383,2024-10-18,1955,,3,1
4340,2024-10-18,480,,3,3
1583,2024-10-18,5533,,3,3
1134,2024-10-18,540,,4,1
1396,2024-10-18,5988,,3,3
6977,2024-10-18,4843,,3,3
2376,2024-10-18,100,1707,1,3
252,2024-10-18,371,,1,5
6125,2024-10-18,4061,,3,3
2816,2024-10-18,2866,,1,5
10085,2024-10-18,3896,,3,1
2924,2024-10-18,4004,,3,3
50,2024-10-18,2379,,3,3
7097,2024-10-18,2763,,3,3
7188,2024-10-18,1238,,4,1
10069,2024-10-18,625,,3,3
8484,2024-10-18,3731,,4,1
1652,2024-10-18,5642,1868,1,3
8145,2024-10-18,1292,,3,1
751,2024-10-18,2997,,4,1
4179,2024-10-18,968,,3,1
6422,2024-10-18,968,,4,1
8320,2024-10-18,934,,4,1
7274,2024-10-18,5382,,3,3
6845,2024-10-18,2646,,4,1
2807,2024-10-18,2467,,3,3
6542,2024-10-18,2704,,3,1
6784,2024-10-18,3341,,3,1
5906,2024-10-18,1,,3,1
5010,2024-10-18,4540,,4,1
4674,2024-10-18,2213,,4,1
7325,2024-10-18,5086,,3,3
3702,2024-10-18,5100,,3,1
9060,2024-10-18,5454,,3,1
8565,2024-10-18,3543,,3,3
7890,2024-10-18,3186,,3,1
3686,2024-10-18,2885,,4,1
1814,2024-10-18,4232,,4,1
399,2024-10-18,2241,,4,1
5664,2024-10-19,5412,,1,4
6266,2024-10-19,1188,,3,1
3676,2024-10-19,2591,,1,3
8835,2024-10-19,1600,,3,1
1837,2024-10-19,1733,,3,1
5072,2024-10-19,4477,,3,1
5293,2024-10-19,2557,,3,1
7743,2024-10-19,465,,3,3
3551,2024-10-19,5275,5275,3,3
8415,2024-10-19,2894,,3,3
8120,2024-10-19,3211,,3,3
3894,2024-10-19,1577,5308,1,5
565,2024-10-19,1976,,3,1
3493,2024-10-19,5106,1483,2,4
4644,2024-10-19,3042,,3,3
8247,2024-10-19,2777,,3,1
3123,2024-10-19,1296,3397,3,3
7745,2024-10-19,5106,,1,4
4563,2024-10-19,3428,,3,1
1062,2024-10-19,6045,,1,5
1889,2024-10-19,6045,3621,1,5
2141,2024-10-19,1261,,3,1
2070,2024-10-19,5150,,3,3
8892,2024-10-19,5542,,3,1
287,2024-10-19,1976,,3,1
7272,2024-10-19,2185,,4,1
7199,2024-10-19,2679,272,1,5
7624,2024-10-19,642,642,3,1
5416,2024-10-19,4887,,3,3
9375,2024-10-19,3077,3077,4,1
8586,2024-10-19,2687,,3,3
8045,2024-10-19,514,,1,5
1384,2024-10-19,2512,,4,1
8144,2024-10-19,334,,3,1
495,2024-10-19,1787,,2,4
4081,2024-10-19,827,1177,3,3
6571,2024-10-19,1441,,3,1
2436,2024-10-19,3577,,4,1
6919,2024-10-19,2693,,4,1
8252,2024-10-19,538,,3,3
5029,2024-10-19,3550,1791,5,1
6055,2024-10-19,3550,1470,4,1
3637,2024-10-19,3550,5428,5,1
9899,2024-10-19,3550,5095,5,1
1286,2024-10-19,279,,3,1
3874,2024-10-19,3550,6054,5,1
3155,2024-10-19,3577,,3,1
908,2024-10-19,2095,,3,1
9408,2024-10-19,4369,,3,3
1354,2024-10-19,5542,,4,1
5006,2024-10-19,1894,,4,1
2510,2024-10-19,4243,,3,1
900,2024-10-19,5603,6001,3,5
7710,2024-10-19,5260,,3,3
4167,2024-10-19,5147,2986,1,5
2163,2024-10-19,813,,4,1
3380,2024-10-19,5761,,4,1
7576,2024-10-19,3421,,4,1
9920,2024-10-19,1976,,3,1
6574,2024-10-19,2452,,3,1
737,2024-10-19,4969,,1,5
5768,2024-10-19,2039,,4,1
5987,2024-10-19,1599,,4,1
317,2024-10-19,6137,,4,1
5856,2024-10-19,1692,,1,5
2050,2024-10-19,521,,4,1
10032,2024-10-19,3977,,4,1
9361,2024-10-19,4372,,4,1
9689,2024-10-19,4287,,4,1
4005,2024-10-19,124,,4,1
8094,2024-10-19,865,,4,1
3767,2024-10-19,1891,,4,1
3733,2024-10-19,1436,,4,1
2979,2024-10-19,1801,,4,1
5543,2024-10-19,1325,,4,1
3860,2024-10-19,4333,,1,5
2841,2024-10-19,2359,,4,1
4792,2024-10-19,399,,4,1
4882,2024-10-19,951,,4,1
9488,2024-10-19,2960,,3,1
10183,2024-10-19,2452,,3,1
7848,2024-10-19,1242,,4,1
7394,2024-10-19,3897,,4,1
2039,2024-10-19,1572,,3,1
2029,2024-10-19,2366,,4,1
10033,2024-10-19,2949,,3,1
2887,2024-10-19,1742,,4,1
4304,2024-10-19,5034,,4,1
8075,2024-10-19,2630,,4,1
16,2024-10-19,2763,,4,1
3574,2024-10-19,1862,,3,1
9784,2024-10-19,2169,,4,1
8885,2024-10-19,434,,4,1
2699,2024-10-19,376,,4,1
9251,2024-10-19,1477,,3,3
2000,2024-10-19,3131,,4,1
9323,2024-10-19,5735,,4,1
1156,2024-10-19,3856,,3,3
1113,2024-10-19,2854,,3,1
1478,2024-10-19,5901,,4,1
1905,2024-10-19,3308,,4,1
4672,2024-10-19,5750,,3,3
6759,2024-10-19,2899,,4,1
6693,2024-10-19,810,,4,1
5093,2024-10-19,322,,3,3
8192,2024-10-19,1597,,4,1
8779,2024-10-19,3550,4462,3,1
8451,2024-10-19,3550,3547,3,1
10165,2024-10-19,5147,,4,1
5465,2024-10-19,3947,,4,1
3550,2024-10-19,5351,,1,5
4518,2024-10-19,1213,,3,1
10239,2024-10-19,6099,,4,1
95,2024-10-19,5079,,3,1
466,2024-10-19,3812,,4,1
7312,2024-10-19,1213,,3,1
816,2024-10-19,3550,,3,1
5622,2024-10-19,3778,,4,1
2713,2024-10-19,4372,,4,1
9317,2024-10-19,1213,,4,1
8215,2024-10-19,3550,748,3,1
5831,2024-10-19,1213,,4,1
1387,2024-10-19,3550,,4,1
8055,2024-10-19,3550,1383,4,1
1150,2024-10-19,1021,,1,4
10227,2024-10-19,4745,,3,1
8539,2024-10-19,4024,,3,3
3853,2024-10-19,4013,,4,1
1587,2024-10-19,3550,2497,3,1
3348,2024-10-19,3550,,3,1
8964,2024-10-19,703,,4,1
8965,2024-10-19,612,,4,1
10041,2024-10-19,5786,,3,1
1620,2024-10-19,865,,4,1
2555,2024-10-19,4771,,4,1
9722,2024-10-19,1051,,4,1
2665,2024-10-19,3005,,3,3
5076,2024-10-19,3782,,4,1
8260,2024-10-19,1162,,4,1
9849,2024-10-19,865,,3,1
2155,2024-10-19,442,,4,1
9868,2024-10-19,2331,,1,5
1698,2024-10-19,4413,,3,1
2990,2024-10-19,3893,,4,1
5583,2024-10-19,430,,4,1
706,2024-10-19,5860,,1,5
9078,2024-10-19,5444,,4,1
3404,2024-10-19,1792,,4,1
5633,2024-10-19,170,,4,1
320,2024-10-19,4627,,1,5
9265,2024-10-19,3941,,1,5
6129,2024-10-19,1963,,4,1
2228,2024-10-19,5444,,3,1
10052,2024-10-19,2888,,3,1
8689,2024-10-19,924,,3,1
7741,2024-10-19,3896,,4,1
935,2024-10-19,1793,,4,1
6496,2024-10-19,943,,3,1
5992,2024-10-19,2749,,4,1
8516,2024-10-19,2566,,4,1
673,2024-10-19,5294,,4,1
9000,2024-10-19,2974,,3,1
2345,2024-10-19,1369,,3,1
8153,2024-10-19,3569,,4,1
4435,2024-10-19,2517,,4,1
453,2024-10-19,4462,4462,4,1
1172,2024-10-19,1742,,3,1
7421,2024-10-19,6174,,4,1
5464,2024-10-19,2363,,4,1
9108,2024-10-19,6138,,4,1
1937,2024-10-19,4462,,3,1
6276,2024-10-19,1943,,3,1
7917,2024-10-19,1334,,4,1
7204,2024-10-19,1261,,3,3
4287,2024-10-19,1384,,4,1
6572,2024-10-19,5337,,3,1
2884,2024-10-19,2202,,3,1
5024,2024-10-19,5996,,4,1
3753,2024-10-19,2436,,3,1
1732,2024-10-19,4270,,4,1
5481,2024-10-19,846,,4,1
9410,2024-10-19,2202,,3,1
7637,2024-10-19,1614,,3,1
5720,2024-10-19,752,,3,1
1986,2024-10-19,6083,,3,1
8057,2024-10-19,4932,,3,1
5232,2024-10-19,3042,,3,1
3117,2024-10-19,873,,3,1
