id,created_at,author_id,in_reply_to_user_id,likert_scale_Q1
6218,2025-06-07,5497,,3
5358,2025-06-07,1026,,5
4828,2025-06-07,5332,,4
3815,2025-06-07,4164,,4
4480,2025-06-07,6372,,3
3282,2025-06-07,4185,,3
3258,2025-06-07,4238,,3
5891,2025-06-07,2812,,5
5995,2025-06-07,4513,,3
2691,2025-06-07,3050,,3
2530,2025-06-07,2451,,4
5416,2025-06-07,6362,,3
3862,2025-06-07,2273,,3
1101,2025-06-07,1863,,5
1042,2025-06-07,476,,3
433,2025-06-07,5315,,5
6128,2025-06-07,747,,5
3628,2025-06-07,5605,,4
5948,2025-06-07,4965,,5
6891,2025-06-07,1411,,3
6007,2025-06-07,559,,3
3309,2025-06-07,4411,,3
2382,2025-06-07,6077,,5
7097,2025-06-07,1118,,5
3831,2025-06-07,1445,,3
4511,2025-06-07,5587,,4
3025,2025-06-07,3716,,3
936,2025-06-07,5110,,3
2586,2025-06-07,4420,,3
4486,2025-06-07,3508,,3
2651,2025-06-07,102,,4
1542,2025-06-07,2310,,4
808,2025-06-07,5232,,3
5294,2025-06-07,1769,,5
7345,2025-06-07,1608,,4
6421,2025-06-07,1395,,5
1137,2025-06-07,2709,,3
2492,2025-06-07,5663,,3
347,2025-06-07,2518,,3
4485,2025-06-07,343,,3
6221,2025-06-07,4102,,3
2945,2025-06-07,5317,,3
4048,2025-06-07,3999,,5
4338,2025-06-07,5140,,3
4634,2025-06-07,3310,,3
3365,2025-06-07,2704,,5
5516,2025-06-07,2952,,4
4608,2025-06-07,4025,,3
7003,2025-06-07,4161,,3
6133,2025-06-07,92,,3
6591,2025-06-07,2362,,3
2385,2025-06-07,2516,,5
45,2025-06-07,286,,3
619,2025-06-07,4132,,3
168,2025-06-07,927,,4
1109,2025-06-07,2734,,3
1247,2025-06-07,2064,,4
1025,2025-06-07,6246,,3
3889,2025-06-07,6205,,3
1770,2025-06-07,934,,5
4588,2025-06-07,1752,,3
6474,2025-06-07,638,,3
7006,2025-06-07,2861,,3
863,2025-06-07,3492,,5
93,2025-06-07,5872,,4
7297,2025-06-07,2643,,3
4476,2025-06-07,532,,5
1773,2025-06-07,3633,,1
762,2025-06-07,5950,,3
5296,2025-06-07,4232,,5
6903,2025-06-07,2541,,5
3787,2025-06-07,4108,,1
1901,2025-06-07,2620,,3
6643,2025-06-07,608,,5
2942,2025-06-07,1232,,3
5244,2025-06-07,4712,,4
4174,2025-06-07,1698,,3
3606,2025-06-07,2520,,5
2441,2025-06-07,6261,,3
4812,2025-06-07,1675,,3
565,2025-06-07,1206,,5
2776,2025-06-07,4523,,5
6575,2025-06-07,6084,,3
2638,2025-06-07,1203,,5
7374,2025-06-07,1967,,1
7056,2025-06-07,3234,,5
3131,2025-06-07,1869,,5
3053,2025-06-07,3795,,5
5616,2025-06-07,973,,3
5666,2025-06-07,1005,,3
6550,2025-06-07,245,,3
2193,2025-06-07,588,,5
4134,2025-06-07,4542,,5
726,2025-06-07,3707,,5
4804,2025-06-07,4896,,5
1574,2025-06-07,3382,,3
2306,2025-06-07,4920,,5
2569,2025-06-07,4003,,3
7111,2025-06-07,1800,,4
7073,2025-06-07,1583,,3
4328,2025-06-07,1595,,3
4163,2025-06-07,4404,,3
5021,2025-06-07,4863,,3
6286,2025-06-07,1818,,5
3959,2025-06-07,698,,5
929,2025-06-07,599,,3
3554,2025-06-07,197,,3
2249,2025-06-07,1003,,3
2908,2025-06-07,5286,,3
2180,2025-06-07,5620,,3
1571,2025-06-07,919,,3
6926,2025-06-07,2906,,4
7461,2025-06-07,6306,,3
148,2025-06-07,4493,,3
933,2025-06-08,3362,,4
2533,2025-06-08,5048,,2
753,2025-06-08,2279,,3
4805,2025-06-08,3357,,3
1679,2025-06-08,5257,,3
5679,2025-06-08,6346,,1
4361,2025-06-08,1951,,3
485,2025-06-08,4013,,3
4136,2025-06-08,2500,,3
5061,2025-06-08,4934,,3
2098,2025-06-08,1847,,3
666,2025-06-08,1386,,5
3675,2025-06-08,4661,,5
1307,2025-06-08,1024,,3
7619,2025-06-08,1387,,3
656,2025-06-08,988,,3
266,2025-06-08,3707,,3
215,2025-06-08,4311,,3
6997,2025-06-08,2267,,3
4362,2025-06-08,2153,,3
629,2025-06-08,1914,,5
1142,2025-06-08,4282,,2
4739,2025-06-08,6244,,3
3114,2025-06-08,3650,,5
5933,2025-06-08,1748,,3
5106,2025-06-08,3195,,3
3413,2025-06-08,5677,,3
7458,2025-06-08,6121,,5
583,2025-06-08,1498,,5
5251,2025-06-08,4245,,3
884,2025-06-08,4205,,3
7197,2025-06-08,5562,,5
52,2025-06-08,6448,,5
4593,2025-06-08,1854,,4
5076,2025-06-08,3128,,5
4490,2025-06-08,2957,,5
5406,2025-06-08,3805,,3
2534,2025-06-08,6231,,5
4265,2025-06-08,3927,,3
3045,2025-06-08,5717,,3
4962,2025-06-08,5494,,3
6851,2025-06-08,118,,3
6045,2025-06-08,4380,,3
3188,2025-06-08,1163,,5
1051,2025-06-08,4877,,3
119,2025-06-08,6162,,4
7315,2025-06-08,862,,3
2785,2025-06-08,2223,,3
4093,2025-06-08,3746,,5
4316,2025-06-08,2867,,5
5894,2025-06-08,3990,,2
7570,2025-06-08,321,,3
2500,2025-06-08,4935,,3
7641,2025-06-08,450,,2
7597,2025-06-08,609,,3
806,2025-06-08,4826,,5
3794,2025-06-08,277,,3
4306,2025-06-08,516,,3
1348,2025-06-08,1072,,5
2538,2025-06-08,6305,,3
3253,2025-06-08,4873,,5
1606,2025-06-08,848,,3
7540,2025-06-08,3247,,5
4185,2025-06-08,1594,,4
7287,2025-06-08,52,,3
1281,2025-06-08,598,,3
5239,2025-06-08,1628,,5
6978,2025-06-08,2067,,3
1622,2025-06-08,5575,,5
7508,2025-06-08,1018,,3
858,2025-06-08,4230,,5
3429,2025-06-08,5400,,3
1237,2025-06-08,5486,,5
1362,2025-06-08,1893,,3
1012,2025-06-08,5376,,5
7309,2025-06-08,5206,,5
4947,2025-06-08,5816,,3
5878,2025-06-08,4702,,5
158,2025-06-08,1638,,2
7308,2025-06-08,6064,,3
5499,2025-06-08,3085,,4
3546,2025-06-08,5593,,3
4518,2025-06-08,6198,,3
5403,2025-06-08,6341,,3
4195,2025-06-08,3197,,3
6962,2025-06-08,4736,,3
1423,2025-06-08,2491,,3
4,2025-06-08,2036,,3
3417,2025-06-08,1629,,2
4972,2025-06-08,4097,,3
4575,2025-06-08,4629,,3
7574,2025-06-08,2079,,1
5975,2025-06-08,3129,,4
1445,2025-06-08,2359,,3
7324,2025-06-08,5846,,3
1890,2025-06-08,1227,,3
5848,2025-06-08,2676,,3
1422,2025-06-08,3642,,5
4010,2025-06-08,1724,,3
4579,2025-06-08,885,,5
6766,2025-06-08,1857,,3
6631,2025-06-08,2519,6170,5
5935,2025-06-08,5696,,5
5645,2025-06-08,2162,,3
5454,2025-06-08,2888,,5
5801,2025-06-08,2105,,3
166,2025-06-08,3930,,4
5665,2025-06-08,1316,,3
2133,2025-06-08,5888,,3
6708,2025-06-08,1099,,3
6199,2025-06-08,5983,,3
968,2025-06-08,4628,,3
3777,2025-06-08,3779,,3
6529,2025-06-08,4215,,5
5954,2025-06-08,622,,3
3640,2025-06-08,5822,,3
5617,2025-06-08,357,,1
3348,2025-06-08,2749,,3
481,2025-06-08,2913,,3
3681,2025-06-08,1097,,3
2544,2025-06-08,782,,5
2496,2025-06-08,143,,3
3914,2025-06-08,3895,,4
3418,2025-06-08,4285,,5
2214,2025-06-08,6454,,4
3123,2025-06-08,2043,,5
7474,2025-06-08,3672,,3
6655,2025-06-08,6458,,3
2204,2025-06-08,4501,,3
7584,2025-06-08,3764,,5
5267,2025-06-08,2234,,3
6227,2025-06-08,2687,,5
5831,2025-06-08,3333,,2
23,2025-06-08,4977,,4
1610,2025-06-08,3181,,3
5362,2025-06-08,512,,5
1440,2025-06-08,3466,,1
7010,2025-06-08,277,,3
2760,2025-06-08,3012,,4
1479,2025-06-08,2327,,3
1425,2025-06-08,4276,,4
5315,2025-06-08,3583,,5
3112,2025-06-08,6076,,3
1287,2025-06-08,2737,,3
4288,2025-06-08,2487,,3
4516,2025-06-08,6061,,4
7680,2025-06-08,2096,,3
3093,2025-06-08,4858,,5
7058,2025-06-08,3534,,3
4043,2025-06-08,5886,,3
6214,2025-06-08,4783,,5
7107,2025-06-08,3292,,3
2814,2025-06-08,2105,,4
1624,2025-06-08,4259,,5
1974,2025-06-08,4877,,1
2376,2025-06-08,2664,,5
5757,2025-06-08,6299,,5
2484,2025-06-08,585,,3
907,2025-06-08,6227,,3
79,2025-06-08,3869,,5
1083,2025-06-08,1894,,1
7538,2025-06-08,5760,,5
6173,2025-06-08,4061,,2
6276,2025-06-08,3326,,3
633,2025-06-08,908,,5
6305,2025-06-08,4302,,3
6429,2025-06-08,5939,,3
6299,2025-06-08,1181,,3
5190,2025-06-08,5919,,1
2345,2025-06-08,3188,,5
4604,2025-06-08,3446,,5
994,2025-06-08,3224,,5
1453,2025-06-08,4179,,3
6496,2025-06-08,1016,,3
1594,2025-06-08,2449,,4
1869,2025-06-08,1807,,5
6623,2025-06-08,1844,,3
638,2025-06-08,5809,,3
5992,2025-06-08,108,,3
1765,2025-06-08,3385,,3
1899,2025-06-08,5506,,3
1290,2025-06-08,1197,,5
4322,2025-06-08,3383,,1
6374,2025-06-08,5135,,4
4211,2025-06-08,4722,2923,5
7637,2025-06-08,3053,,4
3622,2025-06-08,5916,,4
2513,2025-06-08,987,,3
1505,2025-06-08,4991,,5
7566,2025-06-08,5491,,3
2719,2025-06-08,6295,,3
5380,2025-06-08,2917,,3
686,2025-06-08,4372,,4
4343,2025-06-08,5683,,3
6700,2025-06-08,818,,5
5433,2025-06-08,945,,3
2431,2025-06-08,2237,,5
5115,2025-06-08,4217,,5
362,2025-06-08,291,,3
4196,2025-06-08,1377,,5
989,2025-06-08,2692,,3
241,2025-06-08,4205,,3
4556,2025-06-08,5907,4648,5
5475,2025-06-08,150,,3
3235,2025-06-08,593,,5
1498,2025-06-08,1881,,3
7644,2025-06-08,3228,,2
1351,2025-06-08,1587,,3
2507,2025-06-08,5314,,3
3182,2025-06-08,83,,4
941,2025-06-08,1803,,3
3366,2025-06-08,3231,,5
590,2025-06-08,3242,,3
3300,2025-06-08,1373,,1
2454,2025-06-08,4650,,5
584,2025-06-08,1880,,3
6582,2025-06-08,2436,,3
6533,2025-06-08,2105,,3
5463,2025-06-08,2275,5821,5
339,2025-06-08,3848,,3
3411,2025-06-08,1720,,3
6927,2025-06-08,2255,,3
5437,2025-06-08,3204,,5
5305,2025-06-08,5694,,3
7195,2025-06-08,6257,,5
6248,2025-06-08,4237,,4
5226,2025-06-08,1011,,5
1454,2025-06-08,54,,5
4360,2025-06-08,3223,,5
7008,2025-06-08,5626,,5
4620,2025-06-08,1505,,3
264,2025-06-08,2093,,3
4504,2025-06-08,1398,,1
7044,2025-06-08,1677,,3
4667,2025-06-08,412,,4
1465,2025-06-08,14,,5
5364,2025-06-08,1770,,3
3927,2025-06-08,1030,,3
4793,2025-06-08,2471,,4
2906,2025-06-08,3629,,4
975,2025-06-08,617,,3
3601,2025-06-08,3674,,4
6648,2025-06-08,4309,,5
391,2025-06-08,4015,,5
2467,2025-06-08,6164,,3
4914,2025-06-08,5882,,3
1108,2025-06-08,1036,,3
1376,2025-06-08,150,,4
3611,2025-06-08,1825,,3
1780,2025-06-08,5495,,3
603,2025-06-08,2588,,3
4785,2025-06-08,5893,,5
5601,2025-06-08,1620,,5
2636,2025-06-08,692,,2
5927,2025-06-08,3546,,5
6518,2025-06-08,1062,,3
6484,2025-06-08,1317,,5
4909,2025-06-08,5546,,5
814,2025-06-08,1832,,3
5562,2025-06-08,6176,,5
6738,2025-06-08,4393,,3
2014,2025-06-08,2829,,3
5410,2025-06-08,923,,5
6073,2025-06-08,5260,,3
4277,2025-06-08,1829,,4
3544,2025-06-08,1721,,3
6444,2025-06-08,4204,,5
5171,2025-06-08,5374,,5
151,2025-06-08,1461,,3
5798,2025-06-08,484,,3
6848,2025-06-08,3422,,4
1579,2025-06-08,307,,5
6562,2025-06-08,3772,,4
7227,2025-06-08,1147,,4
4028,2025-06-08,5558,,3
6098,2025-06-08,1991,,4
4273,2025-06-08,4386,,5
6212,2025-06-08,1772,,3
7156,2025-06-08,2983,,5
3847,2025-06-08,6278,,5
4917,2025-06-08,575,,3
7624,2025-06-08,5201,,3
7025,2025-06-08,771,,1
5898,2025-06-08,2049,,5
7612,2025-06-08,3423,,5
3659,2025-06-08,3352,5215,4
706,2025-06-08,6189,,3
4899,2025-06-08,2824,,5
3448,2025-06-08,5349,,3
2531,2025-06-08,2347,,4
6450,2025-06-08,1563,,5
6056,2025-06-08,4533,,4
2449,2025-06-08,680,,5
4428,2025-06-08,2698,,3
6516,2025-06-08,5948,,3
1665,2025-06-08,4188,,4
382,2025-06-08,6414,,5
2024,2025-06-08,4316,,3
6987,2025-06-08,572,,4
5961,2025-06-08,1985,,3
876,2025-06-08,2742,,2
3307,2025-06-08,2700,,4
4617,2025-06-08,5147,,5
5074,2025-06-08,1444,,3
1867,2025-06-08,2761,,3
2993,2025-06-08,1604,,4
5710,2025-06-08,3474,,4
4365,2025-06-08,11,,1
5079,2025-06-08,3456,,1
597,2025-06-08,984,,3
2554,2025-06-08,2685,,4
2558,2025-06-08,6392,,5
2135,2025-06-08,1136,,3
1163,2025-06-08,5372,,5
3607,2025-06-08,3530,,3
3264,2025-06-08,5236,,5
2948,2025-06-08,3096,,3
2077,2025-06-08,6417,,4
4630,2025-06-08,1231,,2
2863,2025-06-08,580,,3
1221,2025-06-08,3358,,3
689,2025-06-08,5158,,3
3262,2025-06-08,5290,,4
509,2025-06-08,5364,,3
4069,2025-06-08,4248,,3
2331,2025-06-08,1622,,3
6202,2025-06-08,5998,,5
6140,2025-06-08,4410,,5
4165,2025-06-08,2636,,4
5814,2025-06-08,3465,,3
6664,2025-06-08,6052,,4
1341,2025-06-08,3562,,5
6549,2025-06-08,5543,,3
6235,2025-06-08,4371,,3
5505,2025-06-08,3111,,5
4892,2025-06-08,799,,4
5384,2025-06-08,244,,5
7192,2025-06-08,5665,,4
1096,2025-06-08,1744,,4
3117,2025-06-08,4182,,3
5845,2025-06-08,4119,,3
4716,2025-06-08,5900,,5
1662,2025-06-08,5051,,3
1991,2025-06-08,261,,3
5017,2025-06-08,2698,,3
5198,2025-06-08,5308,,2
1155,2025-06-08,200,,4
6758,2025-06-08,4479,,3
4673,2025-06-08,5774,,2
4771,2025-06-08,823,,3
1812,2025-06-08,5872,,4
5373,2025-06-08,2572,,4
3391,2025-06-08,1797,,2
558,2025-06-08,1790,,4
206,2025-06-08,2048,,3
1186,2025-06-08,5344,,5
4268,2025-06-08,3922,,3
653,2025-06-08,2097,,5
4120,2025-06-08,2240,,3
4183,2025-06-08,4801,,3
1077,2025-06-08,3497,,1
3388,2025-06-08,3328,,4
6161,2025-06-08,13,,5
5944,2025-06-08,3700,,3
7494,2025-06-08,202,,5
2141,2025-06-08,2946,,3
6315,2025-06-08,4681,5926,4
496,2025-06-08,1558,,3
3407,2025-06-08,2361,,1
624,2025-06-08,3681,,3
6112,2025-06-08,2342,,1
7539,2025-06-08,563,,3
5427,2025-06-08,3885,,2
4758,2025-06-08,2392,,3
6293,2025-06-08,817,,3
6869,2025-06-08,5519,,3
5923,2025-06-08,3623,,4
3144,2025-06-08,47,,4
3083,2025-06-08,2557,,4
4189,2025-06-08,492,,3
2396,2025-06-08,675,,3
6949,2025-06-08,3907,,4
847,2025-06-08,788,,5
2822,2025-06-08,6353,,4
6519,2025-06-08,6065,,3
1119,2025-06-08,4261,,3
4624,2025-06-08,4112,,4
3926,2025-06-08,453,,3
5431,2025-06-08,5728,,2
3209,2025-06-08,5461,,4
1115,2025-06-08,4172,,3
6245,2025-06-08,1737,,3
1563,2025-06-08,5357,,3
1520,2025-06-08,3633,,3
6019,2025-06-08,4002,,5
5558,2025-06-08,37,,3
2179,2025-06-08,4985,,5
4090,2025-06-08,2698,,3
1395,2025-06-08,3835,,3
4115,2025-06-08,1557,,3
3063,2025-06-08,2117,,3
3817,2025-06-08,1332,,3
7136,2025-06-08,6296,,5
3274,2025-06-08,1537,,2
6200,2025-06-08,6052,,3
3051,2025-06-08,4445,,5
6798,2025-06-08,2606,,3
3164,2025-06-08,5901,,5
7120,2025-06-08,2062,,3
3712,2025-06-08,5324,,3
5307,2025-06-08,4910,,5
3861,2025-06-08,2166,,3
6334,2025-06-08,3914,,3
5096,2025-06-08,4147,,4
88,2025-06-08,841,,3
5806,2025-06-08,4186,,4
1768,2025-06-08,4577,,2
2756,2025-06-08,980,,4
7360,2025-06-08,186,,3
5561,2025-06-08,1239,,3
1859,2025-06-08,2364,,5
94,2025-06-08,3501,,3
5647,2025-06-08,2681,,3
3194,2025-06-08,5071,,5
4494,2025-06-08,236,,5
5969,2025-06-08,3186,,4
2172,2025-06-08,5406,,3
1613,2025-06-08,659,,5
1724,2025-06-08,602,,5
4693,2025-06-08,1721,,4
1927,2025-06-08,4241,,5
3725,2025-06-08,5025,,3
1683,2025-06-08,5102,,1
1958,2025-06-08,122,,5
5216,2025-06-08,1221,,3
1321,2025-06-08,5430,,5
2792,2025-06-08,1855,,5
1490,2025-06-08,3325,,2
969,2025-06-08,5432,,4
1951,2025-06-08,3323,,5
226,2025-06-08,5490,,5
2267,2025-06-08,2009,,4
2550,2025-06-08,573,,3
5489,2025-06-08,2698,,3
4233,2025-06-08,271,,1
2777,2025-06-08,4403,,3
3857,2025-06-08,4487,,5
2823,2025-06-08,813,,1
4470,2025-06-08,4766,,5
6530,2025-06-08,1794,,4
5102,2025-06-08,1211,,5
5235,2025-06-08,4407,,3
6061,2025-06-08,2187,,4
6743,2025-06-08,5902,,5
7272,2025-06-08,799,,4
6390,2025-06-08,4251,,3
5826,2025-06-08,4985,,5
1067,2025-06-08,4775,,3
4254,2025-06-08,5744,,5
2912,2025-06-08,1603,,4
3605,2025-06-08,3514,,3
4932,2025-06-08,2473,,3
6684,2025-06-08,861,,3
2159,2025-06-08,5341,,4
6300,2025-06-08,2631,,3
5960,2025-06-08,1027,,3
5320,2025-06-08,1337,,3
3957,2025-06-08,770,,5
2084,2025-06-08,524,,3
652,2025-06-08,1428,6055,2
3636,2025-06-08,2023,,5
5705,2025-06-08,3614,,5
1293,2025-06-08,5383,,5
7155,2025-06-08,3628,,3
5345,2025-06-08,4480,,5
4762,2025-06-08,3290,,3
853,2025-06-08,6211,,3
3278,2025-06-08,649,,5
3082,2025-06-08,1314,3876,3
5254,2025-06-08,1251,,3
4656,2025-06-08,3115,,3
3048,2025-06-08,1192,,2
5918,2025-06-08,404,,3
2637,2025-06-08,1832,,5
3995,2025-06-08,551,,3
2477,2025-06-08,3507,,3
282,2025-06-08,5082,,3
5391,2025-06-08,80,,4
2397,2025-06-08,5568,,3
2472,2025-06-08,3406,,3
5965,2025-06-08,4845,,5
4607,2025-06-08,915,,3
2989,2025-06-08,4690,,4
2935,2025-06-08,1681,,3
237,2025-06-08,4990,,3
4527,2025-06-08,3025,,4
7262,2025-06-08,3107,,3
6920,2025-06-08,950,,1
1506,2025-06-08,2713,,5
6399,2025-06-08,1757,,3
3761,2025-06-08,5420,,1
3145,2025-06-08,4650,,5
3000,2025-06-08,3817,,5
5924,2025-06-08,3074,,5
6571,2025-06-08,4145,,3
2116,2025-06-08,1535,,3
4660,2025-06-08,1546,,4
3146,2025-06-08,5920,,1
1132,2025-06-08,1364,,5
6691,2025-06-08,2495,,5
4531,2025-06-08,3216,,3
5193,2025-06-08,2190,,1
6308,2025-06-08,5931,,2
2975,2025-06-08,4497,,3
4515,2025-06-08,6048,,5
3906,2025-06-08,4277,,5
1280,2025-06-08,966,,3
3795,2025-06-08,834,,5
6877,2025-06-08,6120,,5
7684,2025-06-08,3806,,5
3589,2025-06-08,3906,,5
2332,2025-06-08,4609,,3
5789,2025-06-08,1608,,4
4363,2025-06-08,4536,,1
5142,2025-06-08,5674,,3
3454,2025-06-08,2765,,2
3359,2025-06-08,513,,3
2336,2025-06-08,5891,,3
4679,2025-06-08,3213,,3
251,2025-06-08,3741,,3
2319,2025-06-08,42,,5
4713,2025-06-08,1827,,3
5756,2025-06-08,3752,,3
2393,2025-06-08,2088,,3
4129,2025-06-08,308,,3
3056,2025-06-08,1926,,4
459,2025-06-08,58,,3
684,2025-06-08,1012,,3
769,2025-06-08,6190,,3
2501,2025-06-08,5283,,3
4084,2025-06-08,5347,,3
3167,2025-06-08,3664,,4
38,2025-06-08,6179,,1
1375,2025-06-08,2061,,4
6889,2025-06-08,5275,,3
3682,2025-06-08,5898,,5
3653,2025-06-08,1838,,3
1682,2025-06-08,4884,,2
7200,2025-06-08,4823,,1
7436,2025-06-08,4530,,4
1074,2025-06-08,2996,,5
6850,2025-06-08,4804,,3
5181,2025-06-08,3945,,4
5093,2025-06-08,604,,3
7013,2025-06-08,2407,,3
6179,2025-06-08,2655,,3
547,2025-06-08,6369,,3
548,2025-06-08,4614,,3
4655,2025-06-08,3324,,5
2687,2025-06-08,782,,4
5525,2025-06-08,3523,,3
2856,2025-06-08,4765,,1
4436,2025-06-08,5843,,3
2669,2025-06-08,3779,,4
1457,2025-06-08,736,,5
1013,2025-06-08,913,,3
6654,2025-06-08,1884,,3
2118,2025-06-08,5214,,3
595,2025-06-08,4414,,4
6001,2025-06-08,2149,,3
6432,2025-06-08,2228,,3
4179,2025-06-08,2609,,5
5805,2025-06-08,155,,4
6260,2025-06-08,4883,,3
7067,2025-06-08,6138,,3
4471,2025-06-08,6160,,3
1095,2025-06-08,196,,3
41,2025-06-08,1472,,3
750,2025-06-08,4843,,3
6771,2025-06-08,2495,,3
42,2025-06-08,2338,,3
7679,2025-06-08,3245,,5
4979,2025-06-08,666,,2
369,2025-06-08,482,,4
3619,2025-06-08,6140,,3
6794,2025-06-08,4489,,3
3134,2025-06-08,6235,,3
3680,2025-06-08,5884,,3
4893,2025-06-08,5459,,3
6475,2025-06-08,3964,,3
1737,2025-06-08,3950,,4
6451,2025-06-08,5304,,5
7336,2025-06-08,2789,,4
826,2025-06-08,2290,,3
3629,2025-06-08,4469,,3
2046,2025-06-08,2466,,4
6414,2025-06-08,5018,,5
2526,2025-06-08,6271,,3
361,2025-06-08,3103,,5
1743,2025-06-08,2502,,4
1742,2025-06-08,2580,,3
5515,2025-06-08,5669,,4
6939,2025-06-08,2545,,4
6502,2025-06-08,3170,,3
2652,2025-06-08,6240,,4
2781,2025-06-08,6212,,5
7255,2025-06-08,623,,1
5425,2025-06-08,961,,5
4606,2025-06-08,4417,,3
6119,2025-06-08,1414,,3
6383,2025-06-08,741,,5
7137,2025-06-08,5635,,5
7055,2025-06-08,5047,,3
934,2025-06-08,5380,,3
3376,2025-06-08,4174,,3
1767,2025-06-08,2068,,4
2200,2025-06-08,2685,,1
7483,2025-06-08,5773,,5
1676,2025-06-08,106,,3
7171,2025-06-08,2568,3754,5
284,2025-06-08,1952,,5
7305,2025-06-08,5093,,3
1537,2025-06-08,5712,,3
3175,2025-06-08,3853,,5
7661,2025-06-08,4838,,5
3031,2025-06-08,5335,,3
6898,2025-06-08,3917,,3
3425,2025-06-08,5418,,5
7544,2025-06-08,1076,,4
4100,2025-06-08,5330,,3
7023,2025-06-08,1843,,3
2811,2025-06-08,1487,,3
5158,2025-06-08,6072,,3
1036,2025-06-08,2977,,3
7100,2025-06-08,6047,,2
2737,2025-06-08,1931,,4
3041,2025-06-08,2081,,5
1489,2025-06-08,3800,,5
4811,2025-06-08,5844,,3
6402,2025-06-08,2033,,4
1038,2025-06-08,564,,3
470,2025-06-08,2780,,3
6677,2025-06-08,2011,,1
5735,2025-06-08,3908,,3
1929,2025-06-08,958,,5
2511,2025-06-08,3961,,5
5133,2025-06-08,4476,,5
2339,2025-06-08,5508,,3
4790,2025-06-08,5577,,3
3363,2025-06-08,3122,,4
1086,2025-06-08,4675,,3
2552,2025-06-08,5581,,5
3868,2025-06-08,5283,,3
3009,2025-06-08,3260,,5
4666,2025-06-08,3960,,3
7631,2025-06-08,6123,,5
4886,2025-06-08,4156,,1
704,2025-06-08,2765,,3
3059,2025-06-08,4578,,2
6459,2025-06-08,4224,,5
1851,2025-06-08,2666,,3
1924,2025-06-08,28,,4
5556,2025-06-08,1833,,3
955,2025-06-08,6445,,5
224,2025-06-08,4334,,3
1191,2025-06-08,3659,,3
3719,2025-06-08,4534,,5
1333,2025-06-08,6366,,1
7069,2025-06-08,5923,5810,4
6447,2025-06-08,6411,,4
4751,2025-06-08,4159,,2
5217,2025-06-08,4453,,3
569,2025-06-08,17,,4
5722,2025-06-08,3773,,5
1864,2025-06-08,3845,5444,1
1928,2025-06-08,1169,,5
7409,2025-06-08,5126,,4
6831,2025-06-08,4384,,5
757,2025-06-08,3856,,4
5700,2025-06-08,5627,,3
2836,2025-06-08,546,,3
2330,2025-06-08,135,,3
1100,2025-06-08,4837,,5
190,2025-06-08,2321,,4
2803,2025-06-08,5871,,3
3328,2025-06-08,4023,,4
6120,2025-06-08,417,,5
6900,2025-06-08,1964,,5
2741,2025-06-08,1778,,3
4065,2025-06-08,5429,,3
4551,2025-06-08,2003,,3
6742,2025-06-08,840,,4
2473,2025-06-08,4077,,4
6207,2025-06-08,4345,,4
3129,2025-06-08,5895,,1
6148,2025-06-08,952,,3
4858,2025-06-08,5128,,5
4819,2025-06-08,3276,,3
761,2025-06-08,5065,,5
1655,2025-06-08,2697,,3
120,2025-06-08,4757,,2
6131,2025-06-08,4396,,4
1964,2025-06-08,2264,,5
2002,2025-06-08,5421,,4
